"stream"	"patch"	"mother_pl_id_old"	"mother_pl_id_new"	"offspring_id_new"	"corrected"	"diam_fl_mean"	"first_fl"	"last_fl"	"first_bud"	"last_bud"	"peak_fl"	"mean_fl"	"dur_fl"	"temp_ori"
"346"	"Park"	"4"	"595"	"595"	"9"	"NO"	NA	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-05-28	17320	12	14.4
"347"	"Park"	"4"	"595"	"595"	"7"	"NO"	NA	2017-05-24	2017-06-02	2017-05-24	2017-06-02	2017-05-24	17314.5	9	14.4
"348"	"WS"	"5"	"599"	"599"	"1"	"NO"	7	2017-06-16	2017-06-16	2017-06-09	2017-06-09	2017-06-16	17333	0	26.2
"349"	"Park"	"1"	"600"	"600"	"10"	"NO"	6.16666666666667	2017-05-28	2017-06-09	2017-05-24	2017-06-02	2017-06-02	17320	12	11.9
"350"	"Park"	"1"	"600"	"600"	"9"	"NO"	7.66666666666667	2017-06-02	2017-06-19	2017-05-28	2017-06-16	2017-06-16	17327.5	17	11.9
"351"	"Park"	"1"	"600"	"600"	"1"	"NO"	NA	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-09	17320	12	11.9
"352"	"Park"	"1"	"600"	"600"	"8"	"NO"	NA	NA	NA	2017-05-28	2017-06-02	NA	NA	NA	11.9
"353"	"Park"	"1"	"600"	"600"	"6"	"NO"	NA	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-05-28	17320	12	11.9
"354"	"Park"	"1"	"600"	"600"	"7"	"NO"	NA	NA	NA	2017-06-02	2017-06-02	NA	NA	NA	11.9
"355"	"Park"	"1"	"600"	"600"	"3"	"NO"	NA	2017-05-21	2017-06-19	2017-05-21	2017-06-02	2017-06-09	17321.5	29	11.9
"356"	"Park"	"1"	"600"	"600"	"4"	"NO"	7.83333333333333	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17323.5	19	11.9
"357"	"Park"	"1"	"605"	"605"	"8"	"NO"	6.16666666666667	2017-06-02	2017-06-19	2017-06-02	2017-06-16	2017-06-16	17327.5	17	12.1
"358"	"Park"	"1"	"605"	"605"	"5"	"NO"	NA	NA	NA	2017-06-02	2017-06-02	NA	NA	NA	12.1
"359"	"Park"	"1"	"605"	"605"	"2"	"NO"	7.16666666666667	2017-06-02	2017-06-16	2017-06-02	2017-06-16	2017-06-16	17326	14	12.1
"360"	"Park"	"1"	"605"	"605"	"9"	"NO"	NA	2017-05-24	2017-06-19	2017-05-28	2017-06-02	2017-05-28	17323	26	12.1
"361"	"Park"	"1"	"605"	"605"	"3"	"NO"	NA	2017-06-02	2017-06-16	2017-06-09	2017-06-09	2017-06-09	17326	14	12.1
"362"	"Park"	"1"	"605"	"605"	"10"	"NO"	NA	2017-05-24	2017-06-09	2017-05-21	2017-06-02	2017-05-28	17318	16	12.1
"363"	"Park"	"1"	"605"	"605"	"6"	"NO"	6.83333333333333	2017-05-24	2017-06-16	2017-05-21	2017-06-09	2017-06-02	17321.5	23	12.1
"364"	"Park"	"1"	"605"	"605"	"7"	"NO"	NA	2017-05-28	2017-05-28	NA	NA	2017-05-28	17314	0	12.1
"365"	"Park"	"1"	"605"	"605"	"4"	"NO"	NA	2017-06-02	2017-06-16	2017-06-02	2017-06-02	2017-06-02	17326	14	12.1
"366"	"Park"	"1"	"605"	"605"	"1"	"NO"	6.33333333333333	2017-05-24	2017-06-09	2017-05-21	2017-06-02	2017-06-02	17318	16	12.1
"367"	"Park"	"3"	"611"	"611"	"1"	"NO"	7.83333333333333	2017-05-21	2017-06-09	2017-05-21	2017-06-02	2017-05-28	17316.5	19	16.9
"368"	"Park"	"3"	"611"	"611"	"7"	"NO"	NA	2017-06-09	2017-06-09	NA	NA	2017-06-09	17326	0	16.9
"369"	"Park"	"3"	"611"	"611"	"6"	"NO"	NA	2017-06-16	2017-06-16	2017-06-09	2017-06-16	2017-06-16	17333	0	16.9
"370"	"Park"	"3"	"611"	"611"	"8"	"NO"	6	2017-05-24	2017-06-16	2017-05-28	2017-06-02	2017-06-09	17321.5	23	16.9
"371"	"Park"	"3"	"611"	"611"	"2"	"NO"	NA	2017-05-21	2017-06-02	2017-05-21	2017-06-02	2017-05-21	17313	12	16.9
"372"	"Park"	"3"	"611"	"611"	"9"	"NO"	7.83333333333333	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-02	17320	12	16.9
"373"	"Park"	"3"	"611"	"611"	"3"	"NO"	NA	2017-05-28	2017-05-28	2017-05-21	2017-06-02	2017-05-28	17314	0	16.9
"374"	"Park"	"3"	"611"	"611"	"5"	"NO"	NA	2017-05-28	2017-06-16	2017-05-28	2017-06-02	2017-06-02	17323.5	19	16.9
"375"	"Park"	"3"	"611"	"611"	"4"	"NO"	NA	2017-05-28	2017-06-09	2017-05-24	2017-06-02	2017-05-28	17320	12	16.9
"376"	"Park"	"3"	"611"	"611"	"10"	"NO"	NA	2017-06-02	2017-06-02	NA	NA	2017-06-02	17319	0	16.9
"377"	"Main"	"1"	"646"	"646"	"8"	"NO"	NA	2017-06-09	2017-06-16	2017-06-09	2017-06-09	2017-06-09	17329.5	7	23.6
"378"	"Main"	"1"	"646"	"646"	"6"	"NO"	7	2017-05-28	2017-06-19	2017-05-28	2017-06-16	2017-06-16	17325	22	23.6
"379"	"Main"	"1"	"646"	"646"	"5"	"NO"	NA	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-09	17329.5	7	23.6
"380"	"Main"	"1"	"646"	"646"	"2"	"NO"	NA	2017-05-28	2017-06-16	2017-06-02	2017-06-16	2017-05-28	17323.5	19	23.6
"381"	"Main"	"1"	"646"	"646"	"10"	"NO"	8.33333333333333	2017-05-28	2017-06-19	2017-06-02	2017-06-16	2017-06-09	17325	22	23.6
"382"	"Main"	"1"	"646"	"646"	"1"	"NO"	7	2017-05-28	2017-06-19	2017-05-28	2017-06-16	2017-06-16	17325	22	23.6
"383"	"Main"	"1"	"646"	"646"	"3"	"NO"	8.66666666666667	2017-05-28	2017-06-19	2017-06-02	2017-06-16	2017-06-16	17325	22	23.6
"384"	"Main"	"1"	"646"	"646"	"9"	"NO"	7.66666666666667	2017-06-02	2017-06-19	2017-06-02	2017-06-16	2017-06-16	17327.5	17	23.6
"385"	"Main"	"12"	"654"	"654"	"6"	"NO"	6.66666666666667	2017-05-28	2017-06-16	2017-06-02	2017-06-02	2017-06-16	17323.5	19	15.5
"386"	"Main"	"12"	"654"	"654"	"1"	"NO"	5.33333333333333	2017-06-02	2017-06-16	2017-06-02	2017-06-09	2017-06-09	17326	14	15.5
"387"	"Main"	"12"	"654"	"654"	"9"	"NO"	5.16666666666667	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-16	17323.5	19	15.5
"388"	"Main"	"12"	"654"	"654"	"5"	"NO"	5	2017-05-28	2017-06-19	2017-06-02	2017-06-02	2017-06-02	17325	22	15.5
"389"	"WS"	"5"	"671"	"671"	"8"	"NO"	6.66666666666667	2017-06-09	2017-06-16	2017-06-09	2017-06-09	2017-06-16	17329.5	7	25.4
"390"	"Park"	"5"	"672"	"672"	"5"	"NO"	6.66666666666667	2017-05-24	2017-06-09	2017-05-24	2017-06-09	2017-06-02	17318	16	15.1
"391"	"Park"	"5"	"672"	"672"	"7"	"NO"	8	2017-05-21	2017-06-09	2017-05-18	2017-06-02	2017-06-02	17316.5	19	15.1
"392"	"Park"	"5"	"672"	"672"	"9"	"NO"	7.33333333333333	2017-05-18	2017-06-09	2017-05-18	2017-06-02	2017-05-28	17315	22	15.1
"393"	"Park"	"5"	"672"	"672"	"6"	"NO"	7.5	2017-05-18	2017-06-16	2017-05-11	2017-06-16	2017-06-09	17318.5	29	15.1
"394"	"Park"	"5"	"672"	"672"	"3"	"NO"	6.66666666666667	2017-05-18	2017-06-09	2017-05-11	2017-06-16	2017-05-28	17315	22	15.1
"395"	"Park"	"5"	"672"	"672"	"8"	"NO"	6.33333333333333	2017-05-24	2017-06-16	2017-05-18	2017-06-16	2017-06-02	17321.5	23	15.1
"396"	"Park"	"5"	"672"	"672"	"2"	"NO"	7	2017-05-18	2017-06-09	2017-05-18	2017-06-02	2017-05-28	17315	22	15.1
"397"	"Park"	"5"	"672"	"672"	"1"	"NO"	7.33333333333333	2017-05-24	2017-06-09	2017-05-18	2017-06-02	2017-05-28	17318	16	15.1
"398"	"Park"	"5"	"672"	"672"	"10"	"NO"	8.33333333333333	2017-05-21	2017-06-09	2017-05-18	2017-06-02	2017-06-02	17316.5	19	15.1
"399"	"Main"	"12"	"690"	"690"	"2"	"NO"	7	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-16	17323.5	19	15
"400"	"Main"	"12"	"690"	"690"	"5"	"NO"	NA	2017-06-02	2017-06-16	2017-05-28	2017-06-02	2017-06-02	17326	14	15
"401"	"Main"	"12"	"690"	"690"	"1"	"NO"	6.16666666666667	2017-06-09	2017-06-16	NA	NA	2017-06-09	17329.5	7	15
"402"	"Main"	"12"	"690"	"690"	"9"	"NO"	8.66666666666667	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17323.5	19	15
"403"	"Main"	"12"	"690"	"690"	"8"	"NO"	7.5	2017-05-28	2017-06-16	2017-05-28	2017-06-02	2017-05-28	17323.5	19	15
"404"	"Main"	"12"	"690"	"690"	"7"	"NO"	7	2017-05-28	2017-06-16	2017-06-02	2017-06-16	2017-05-28	17323.5	19	15
"405"	"Main"	"12"	"690"	"690"	"10"	"NO"	NA	2017-06-09	2017-06-16	2017-05-28	2017-06-02	2017-06-09	17329.5	7	15
"406"	"Park"	"4"	"700"	"700"	"8"	"NO"	NA	2017-05-21	2017-06-02	2017-05-18	2017-06-09	2017-05-28	17313	12	15
"407"	"Park"	"4"	"700"	"700"	"6"	"NO"	NA	2017-05-28	2017-05-28	2017-05-28	2017-05-28	2017-05-28	17314	0	15
"408"	"Park"	"4"	"700"	"700"	"1"	"NO"	NA	2017-05-21	2017-06-02	2017-05-21	2017-06-02	2017-05-28	17313	12	15
"409"	"Park"	"4"	"700"	"700"	"4"	"NO"	NA	2017-05-28	2017-06-02	2017-05-28	2017-06-02	2017-05-28	17316.5	5	15
"410"	"Park"	"4"	"700"	"700"	"10"	"NO"	NA	2017-05-24	2017-06-02	2017-05-24	2017-06-02	2017-05-24	17314.5	9	15
"411"	"Park"	"4"	"700"	"700"	"9"	"NO"	NA	2017-05-24	2017-05-28	2017-05-24	2017-06-02	2017-05-24	17312	4	15
"412"	"Park"	"4"	"700"	"700"	"3"	"NO"	6.66666666666667	2017-05-24	2017-06-09	2017-05-24	2017-06-02	2017-06-02	17318	16	15
"413"	"Main"	"5"	"730"	"730"	"7"	"NO"	5	2017-06-09	2017-06-16	2017-06-02	2017-06-16	2017-06-16	17329.5	7	20.2
"414"	"Main"	"5"	"730"	"730"	"6"	"NO"	NA	2017-05-28	2017-06-09	2017-05-28	2017-06-09	2017-06-02	17320	12	20.2
"415"	"Main"	"5"	"730"	"730"	"3"	"NO"	4.83333333333333	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-16	17323.5	19	20.2
"416"	"Main"	"5"	"730"	"730"	"4"	"NO"	5.83333333333333	2017-06-16	2017-06-16	2017-06-02	2017-06-09	2017-06-16	17333	0	20.2
"417"	"Main"	"2"	"732"	"732"	"4"	"NO"	NA	2017-06-02	2017-06-09	2017-05-28	2017-06-09	2017-06-02	17322.5	7	22.7
"418"	"Main"	"2"	"732"	"732"	"8"	"NO"	6.66666666666667	2017-06-02	2017-06-16	2017-06-02	2017-06-16	2017-06-16	17326	14	22.7
"419"	"Main"	"2"	"732"	"732"	"3"	"NO"	NA	2017-06-09	2017-06-09	2017-05-24	2017-06-09	2017-06-09	17326	0	22.7
"420"	"Main"	"2"	"732"	"732"	"6"	"NO"	6	2017-05-24	2017-06-09	2017-05-28	2017-06-09	2017-06-09	17318	16	22.7
"421"	"Main"	"2"	"732"	"732"	"7"	"NO"	NA	2017-06-02	2017-06-09	2017-05-28	2017-06-09	2017-06-02	17322.5	7	22.7
"422"	"Main"	"2"	"732"	"732"	"2"	"NO"	6.5	2017-05-24	2017-06-16	2017-05-28	2017-06-09	2017-06-02	17321.5	23	22.7
"423"	"Main"	"2"	"732"	"732"	"1"	"NO"	NA	2017-06-09	2017-06-19	2017-06-09	2017-06-16	2017-06-09	17331	10	22.7
"424"	"Main"	"2"	"732"	"732"	"9"	"NO"	NA	2017-06-09	2017-06-09	2017-06-09	2017-06-09	2017-06-09	17326	0	22.7
"425"	"Main"	"2"	"732"	"732"	"5"	"NO"	5	2017-05-24	2017-06-16	2017-05-18	2017-06-09	2017-06-16	17321.5	23	22.7
"426"	"Park"	"3"	"737"	"737"	"1"	"NO"	NA	2017-06-09	2017-06-09	2017-05-28	2017-06-02	2017-06-09	17326	0	16.9
"427"	"Park"	"3"	"737"	"737"	"6"	"NO"	NA	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-05-28	17320	12	16.9
"428"	"Park"	"3"	"737"	"737"	"8"	"NO"	5.16666666666667	2017-05-21	2017-06-09	2017-05-21	2017-06-09	2017-05-24	17316.5	19	16.9
"429"	"Park"	"3"	"737"	"737"	"9"	"NO"	7	2017-05-21	2017-06-09	2017-05-28	2017-06-02	2017-06-02	17316.5	19	16.9
"430"	"Park"	"3"	"737"	"737"	"10"	"NO"	NA	2017-06-02	2017-06-09	2017-05-24	2017-06-02	2017-06-02	17322.5	7	16.9
"431"	"Park"	"3"	"737"	"737"	"4"	"NO"	NA	2017-05-18	2017-06-09	2017-05-18	2017-06-02	2017-05-24	17315	22	16.9
"432"	"WS"	"5"	"746"	"746"	"8"	"NO"	6.5	2017-06-16	2017-06-16	NA	NA	2017-06-16	17333	0	26.2
"433"	"Main"	"11"	"748"	"748"	"3"	"NO"	7.66666666666667	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17323.5	19	17.2
"434"	"Main"	"11"	"748"	"748"	"4"	"NO"	7.33333333333333	2017-06-09	2017-06-16	2017-06-09	2017-06-09	2017-06-09	17329.5	7	17.2
"435"	"Main"	"11"	"748"	"748"	"10"	"NO"	7.33333333333333	2017-06-02	2017-06-16	2017-06-02	2017-06-16	2017-06-09	17326	14	17.2
"436"	"Main"	"11"	"748"	"748"	"1"	"NO"	7.66666666666667	2017-05-24	2017-06-16	2017-05-28	2017-06-16	2017-06-16	17321.5	23	17.2
"437"	"Main"	"11"	"748"	"748"	"2"	"NO"	NA	2017-05-28	2017-06-09	2017-05-24	2017-06-09	2017-05-28	17320	12	17.2
"438"	"Main"	"11"	"759"	"750"	"3"	"NO"	6	2017-06-09	2017-06-16	2017-06-16	2017-06-16	2017-06-16	17329.5	7	16.2
"439"	"Main"	"11"	"759"	"750"	"10"	"NO"	NA	2017-05-24	2017-05-28	2017-05-24	2017-06-09	2017-05-28	17312	4	16.2
"440"	"Main"	"11"	"759"	"750"	"7"	"NO"	4.83333333333333	2017-05-21	2017-06-16	2017-05-28	2017-06-09	2017-06-02	17320	26	16.2
"441"	"Main"	"2"	"761"	"761"	"10"	"NO"	6	2017-06-02	2017-06-16	2017-06-02	2017-06-16	2017-06-16	17326	14	23.1
"442"	"Main"	"2"	"761"	"761"	"1"	"NO"	NA	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-09	17329.5	7	23.1
"443"	"Main"	"2"	"761"	"761"	"5"	"NO"	7.66666666666667	2017-05-28	2017-06-19	2017-05-28	2017-06-16	2017-06-16	17325	22	23.1
"444"	"Main"	"2"	"761"	"761"	"7"	"NO"	NA	2017-05-28	2017-06-16	2017-06-02	2017-06-09	2017-06-09	17323.5	19	23.1
"445"	"Main"	"2"	"761"	"761"	"2"	"NO"	NA	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-09	17329.5	7	23.1
"446"	"Main"	"2"	"761"	"761"	"9"	"NO"	5.83333333333333	2017-06-09	2017-06-19	2017-06-09	2017-06-16	2017-06-09	17331	10	23.1
"447"	"Main"	"2"	"761"	"761"	"4"	"NO"	8.5	2017-05-28	2017-06-16	2017-06-02	2017-06-16	2017-06-09	17323.5	19	23.1
"448"	"Main"	"2"	"761"	"761"	"8"	"NO"	6.16666666666667	2017-06-02	2017-06-16	2017-06-02	2017-06-16	2017-06-16	17326	14	23.1
"449"	"Main"	"2"	"761"	"761"	"6"	"NO"	5.5	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17323.5	19	23.1
"450"	"Park"	"2"	"771"	"771"	"4"	"NO"	7.33333333333333	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17323.5	19	13.4
"451"	"Park"	"2"	"771"	"771"	"2"	"NO"	NA	2017-05-24	2017-05-28	2017-05-28	2017-06-02	2017-05-24	17312	4	13.4
"452"	"Park"	"2"	"771"	"771"	"6"	"NO"	6.16666666666667	2017-05-24	2017-06-16	2017-05-24	2017-06-16	2017-06-16	17321.5	23	13.4
"453"	"Park"	"2"	"771"	"771"	"1"	"NO"	NA	2017-05-28	2017-05-28	2017-05-28	2017-06-02	2017-05-28	17314	0	13.4
"454"	"Park"	"2"	"771"	"771"	"3"	"NO"	NA	NA	NA	2017-05-24	2017-05-28	NA	NA	NA	13.4
"455"	"Park"	"2"	"771"	"771"	"10"	"NO"	7.16666666666667	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-02	17320	12	13.4
"456"	"Park"	"2"	"771"	"771"	"5"	"NO"	6.16666666666667	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-16	17323.5	19	13.4
"457"	"Park"	"2"	"771"	"771"	"9"	"NO"	5.5	2017-05-24	2017-06-09	2017-05-24	2017-06-02	2017-05-28	17318	16	13.4
"458"	"Main"	"2"	"776"	"1085"	"5"	"YES"	7.33333333333333	2017-05-28	2017-06-02	2017-05-28	2017-06-02	2017-06-02	17316.5	5	22
"459"	"Main"	"2"	"776"	"1085"	"4"	"YES"	6.83333333333333	2017-06-02	2017-06-16	2017-06-02	2017-06-16	2017-06-09	17326	14	22
"460"	"Main"	"2"	"776"	"1085"	"8"	"YES"	7.33333333333333	2017-05-28	2017-06-16	2017-06-02	2017-06-16	2017-06-16	17323.5	19	22
"461"	"Main"	"2"	"776"	"1085"	"1"	"YES"	7.5	2017-06-02	2017-06-19	2017-06-02	2017-06-16	2017-06-09	17327.5	17	22
"462"	"Main"	"2"	"776"	"1085"	"2"	"YES"	8.83333333333333	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17323.5	19	22
"463"	"Main"	"2"	"776"	"1085"	"3"	"YES"	7.16666666666667	2017-05-28	2017-06-19	2017-05-24	2017-06-16	2017-06-16	17325	22	22
"464"	"Main"	"2"	"776"	"1085"	"10"	"YES"	NA	2017-06-02	2017-06-02	2017-06-09	2017-06-16	2017-06-02	17319	0	22
"465"	"Main"	"2"	"776"	"1085"	"9"	"YES"	6.5	2017-06-02	2017-06-02	2017-06-02	2017-06-02	2017-06-02	17319	0	22
"466"	"Main"	"2"	"776"	"1085"	"6"	"YES"	7.66666666666667	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17323.5	19	22
"467"	"Main"	"2"	"776"	"1085"	"7"	"YES"	7.66666666666667	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-02	17320	12	22
"468"	"Park"	"1"	"782"	"782"	"5"	"NO"	NA	2017-05-28	2017-06-09	2017-05-28	2017-06-09	2017-06-09	17320	12	12.5
"469"	"Park"	"1"	"782"	"782"	"2"	"NO"	9	2017-05-24	2017-06-16	2017-05-28	2017-06-16	2017-06-16	17321.5	23	12.5
"470"	"Park"	"1"	"782"	"782"	"9"	"NO"	5.83333333333333	2017-05-24	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17321.5	23	12.5
"471"	"Park"	"1"	"782"	"782"	"4"	"NO"	NA	2017-05-28	2017-06-16	2017-05-21	2017-06-02	2017-06-09	17323.5	19	12.5
"472"	"Park"	"1"	"782"	"782"	"3"	"NO"	6.33333333333333	2017-05-24	2017-06-09	2017-05-24	2017-06-02	2017-05-28	17318	16	12.5
"473"	"Park"	"1"	"782"	"782"	"8"	"NO"	7.33333333333333	2017-05-28	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17323.5	19	12.5
"474"	"Park"	"1"	"782"	"782"	"10"	"NO"	7	2017-05-28	2017-06-19	2017-05-24	2017-06-16	2017-06-09	17325	22	12.5
"475"	"Park"	"1"	"782"	"782"	"7"	"NO"	NA	2017-05-24	2017-06-09	2017-05-21	2017-06-02	2017-06-02	17318	16	12.5
"476"	"Park"	"1"	"782"	"782"	"1"	"NO"	8	2017-05-24	2017-06-16	2017-05-28	2017-06-16	2017-06-16	17321.5	23	12.5
"477"	"Main"	"5"	"786"	"786"	"4"	"NO"	NA	2017-06-16	2017-06-16	NA	NA	2017-06-16	17333	0	20.4
"478"	"Main"	"5"	"786"	"786"	"6"	"NO"	7	2017-05-28	2017-06-16	2017-06-02	2017-06-16	2017-06-09	17323.5	19	20.4
"479"	"Park"	"2"	"791"	"791"	"6"	"NO"	6.5	2017-05-21	2017-06-16	2017-05-24	2017-06-02	2017-06-02	17320	26	13.5
"480"	"Park"	"2"	"791"	"791"	"3"	"NO"	7.16666666666667	2017-05-24	2017-06-16	2017-05-28	2017-06-16	2017-06-09	17321.5	23	13.5
"481"	"Park"	"2"	"791"	"791"	"2"	"NO"	NA	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-09	17320	12	13.5
"482"	"Park"	"2"	"791"	"791"	"9"	"NO"	NA	2017-06-02	2017-06-09	2017-06-02	2017-06-02	2017-06-09	17322.5	7	13.5
"483"	"Park"	"2"	"791"	"791"	"10"	"NO"	5.83333333333333	2017-05-28	2017-06-09	2017-05-21	2017-06-02	2017-06-09	17320	12	13.5
"484"	"Park"	"2"	"791"	"791"	"1"	"NO"	7.33333333333333	2017-05-24	2017-06-16	2017-05-24	2017-06-09	2017-05-28	17321.5	23	13.5
"485"	"Park"	"2"	"791"	"791"	"7"	"NO"	8.33333333333333	2017-05-28	2017-06-19	2017-05-28	2017-06-16	2017-06-16	17325	22	13.5
"486"	"Main"	"5"	"795"	"795"	"10"	"NO"	6.66666666666667	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-09	17329.5	7	14.9
"487"	"Main"	"5"	"795"	"795"	"4"	"NO"	6.66666666666667	2017-06-09	2017-06-16	2017-06-09	2017-06-09	2017-06-16	17329.5	7	14.9
"488"	"Main"	"5"	"795"	"795"	"8"	"NO"	5	2017-05-24	2017-06-16	2017-05-24	2017-06-09	2017-06-16	17321.5	23	14.9
"489"	"Main"	"5"	"795"	"795"	"9"	"NO"	NA	2017-05-28	2017-05-28	2017-06-02	2017-06-02	2017-05-28	17314	0	14.9
"490"	"Main"	"5"	"795"	"795"	"3"	"NO"	6.33333333333333	2017-06-09	2017-06-16	2017-06-02	2017-06-02	2017-06-16	17329.5	7	14.9
"491"	"17"	"1"	"8"	"8"	"9"	"NO"	NA	NA	NA	2017-05-28	2017-06-02	NA	NA	NA	11.7
"492"	"17"	"1"	"8"	"8"	"8"	"NO"	NA	2017-05-24	2017-05-24	2017-05-21	2017-06-02	2017-05-24	17310	0	11.7
"493"	"17"	"1"	"8"	"8"	"3"	"NO"	NA	2017-05-24	2017-06-09	2017-05-18	2017-06-02	2017-06-02	17318	16	11.7
"494"	"17"	"1"	"8"	"8"	"5"	"NO"	NA	2017-05-24	2017-06-02	2017-05-21	2017-06-02	2017-05-24	17314.5	9	11.7
"495"	"17"	"1"	"8"	"8"	"6"	"NO"	NA	2017-05-24	2017-05-28	2017-05-21	2017-06-02	2017-05-24	17312	4	11.7
"496"	"17"	"1"	"8"	"8"	"2"	"NO"	NA	2017-06-02	2017-06-02	2017-05-21	2017-06-02	2017-06-02	17319	0	11.7
"497"	"17"	"1"	"8"	"8"	"7"	"NO"	NA	2017-05-24	2017-05-28	2017-05-21	2017-06-02	2017-05-24	17312	4	11.7
"498"	"Park"	"4"	"814"	"814"	"10"	"NO"	6.66666666666667	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-05-28	17320	12	14.2
"499"	"Park"	"4"	"814"	"814"	"9"	"NO"	NA	2017-06-16	2017-06-16	NA	NA	2017-06-16	17333	0	14.2
"500"	"Park"	"4"	"814"	"814"	"1"	"NO"	NA	2017-05-21	2017-06-09	2017-05-21	2017-06-02	2017-05-24	17316.5	19	14.2
"501"	"Park"	"4"	"814"	"814"	"2"	"NO"	NA	2017-05-24	2017-06-02	2017-05-24	2017-06-02	2017-05-24	17314.5	9	14.2
"502"	"Park"	"4"	"814"	"814"	"8"	"NO"	NA	2017-06-02	2017-06-09	2017-06-02	2017-06-02	2017-06-02	17322.5	7	14.2
"503"	"Park"	"4"	"814"	"814"	"3"	"NO"	7	2017-05-24	2017-06-09	2017-05-18	2017-06-02	2017-05-24	17318	16	14.2
"504"	"Park"	"4"	"814"	"814"	"4"	"NO"	6.66666666666667	2017-06-02	2017-06-09	2017-05-28	2017-06-02	2017-06-09	17322.5	7	14.2
"505"	"WS"	"1"	"82"	"82"	"6"	"NO"	6.33333333333333	2017-05-24	2017-06-19	2017-05-24	2017-06-02	2017-05-28	17323	26	26
"506"	"WS"	"1"	"82"	"82"	"10"	"NO"	7	2017-06-02	2017-06-16	2017-06-02	2017-06-02	2017-06-16	17326	14	26
"507"	"WS"	"1"	"82"	"82"	"4"	"NO"	NA	2017-05-24	2017-05-24	2017-05-24	2017-05-28	2017-05-24	17310	0	26
"508"	"WS"	"1"	"82"	"82"	"3"	"NO"	6.66666666666667	2017-05-28	2017-06-19	2017-05-28	2017-06-16	2017-06-16	17325	22	26
"509"	"WS"	"4"	"829"	"829"	"10"	"NO"	NA	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-09	17329.5	7	31.6
"510"	"WS"	"4"	"829"	"829"	"2"	"NO"	NA	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-09	17329.5	7	31.6
"511"	"WS"	"4"	"829"	"829"	"7"	"NO"	6	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-09	17329.5	7	31.6
"512"	"17"	"5"	"85"	"85"	"5"	"NO"	7	2017-05-24	2017-06-09	2017-05-28	2017-06-02	2017-06-09	17318	16	10.9
"513"	"17"	"5"	"85"	"85"	"7"	"NO"	8.93333333333333	2017-06-02	2017-06-16	2017-05-28	2017-06-09	2017-06-09	17326	14	10.9
"514"	"17"	"5"	"85"	"85"	"4"	"NO"	7	2017-05-24	2017-06-02	2017-05-24	2017-06-02	2017-05-28	17314.5	9	10.9
"515"	"17"	"5"	"85"	"85"	"2"	"NO"	8	2017-05-24	2017-06-09	2017-05-24	2017-06-02	2017-06-02	17318	16	10.9
"516"	"17"	"5"	"85"	"85"	"9"	"NO"	7.5	2017-05-28	2017-06-09	2017-05-28	2017-06-02	2017-06-02	17320	12	10.9
"517"	"17"	"5"	"85"	"85"	"1"	"NO"	9	2017-05-24	2017-06-09	2017-05-24	2017-06-02	2017-05-28	17318	16	10.9
"518"	"17"	"5"	"85"	"85"	"8"	"NO"	11	2017-06-09	2017-06-16	2017-06-09	2017-06-16	2017-06-16	17329.5	7	10.9
"519"	"17"	"5"	"85"	"85"	"10"	"NO"	6.83333333333333	2017-06-02	2017-06-16	2017-05-28	2017-06-09	2017-06-09	17326	14	10.9
"520"	"17"	"5"	"85"	"85"	"6"	"NO"	9.66666666666667	2017-05-28	2017-06-16	2017-05-28	2017-06-02	2017-06-16	17323.5	19	10.9
"521"	"Main"	"2"	"857"	"857"	"5"	"NO"	NA	2017-06-09	2017-06-09	2017-06-09	2017-06-09	2017-06-09	17326	0	22.6
