record	id	plot	x	y	peak	comments	date	temp	stage
9	H92	H04					20/07/2017		W
9	H93	H04					20/07/2017		W
9	H94	H04					20/07/2017		VS
9	H95	H04					20/07/2017		X
9	H96	H04					20/07/2017		W100
9	H97	H04					20/07/2017		VL
9	H98	H04					20/07/2017		VS
9	H99	H04					20/07/2017		W100
9	H400	H04					20/07/2017		W
9	H401	H04					20/07/2017		W100
9	H402	H04					20/07/2017		W100
9	H403	H04					20/07/2017		W
9	H404	H04					20/07/2017		W
9	H405	H04					20/07/2017		W
9	H406	H04					20/07/2017		VL
9	H407	H04					20/07/2017		W
9	H408	H04					20/07/2017		W100
9	H409	H04					20/07/2017		W
9	H410	H04					20/07/2017		B4
9	H411	H04					20/07/2017		FL
9	H412	H04					20/07/2017		VL
9	H413	H04					20/07/2017		VL
9	H414	H04					20/07/2017		W
9	H415	H04					20/07/2017		VS
9	H416	H04					20/07/2017		W100
9	H417	H04					20/07/2017		VL
9	H418	H04					20/07/2017		W100
9	H419	H04					20/07/2017		VS
9	H420	H05					20/07/2017		W100
9	H421	H05					20/07/2017		W100
9	H422	H05					20/07/2017		W100
9	H423	H05					20/07/2017		W100
9	H424	H05					20/07/2017		W100
9	H425	H05					20/07/2017		W
9	H426	H05					20/07/2017		VL
9	H427	H05					20/07/2017		W100
9	H428	H05					20/07/2017		VL
9	H429	H05					20/07/2017		W100
9	H430	H05					20/07/2017		X
9	H431	H05					20/07/2017		VL
9	H432	H05					20/07/2017		W
9	H433	H05					20/07/2017		W
9	H434	H05					20/07/2017		W
9	H435	H05					20/07/2017		W
9	H436	H05					20/07/2017		VS
9	H437	H05					20/07/2017		W100
9	H438	H05					20/07/2017		W
9	H439	H05					20/07/2017		W
9	H440	H05					20/07/2017		W
9	H441	H05					20/07/2017		W
9	H442	H05					20/07/2017		W
9	H443	H05					20/07/2017		W100
9	H444	H05					20/07/2017		W100
9	H445	H05					20/07/2017		VL
9	H446	H05					20/07/2017		W
9	H447	H05					20/07/2017		VL
9	H448	H05					20/07/2017		W
9	H449	H05					20/07/2017		W
9	H316	H08					21/07/2017		VL
9	H317	H08					21/07/2017		W
9	H318	H08					21/07/2017		VS
9	H319	H08					21/07/2017		W
9	H320	H08					21/07/2017		W
9	H321	H08					21/07/2017		B1
9	H322	H08					21/07/2017		W100
9	H323	H08					21/07/2017		W
9	H324	H08					21/07/2017		VL
9	H325	H08					21/07/2017		VL
9	H326	H08					21/07/2017		VL
9	H327	H08					21/07/2017		VS
9	H328	H08					21/07/2017		X
9	H329	H08					21/07/2017		VL
9	H330	H08					21/07/2017		VL
9	H331	H08					21/07/2017		VL
9	H332	H08					21/07/2017		VL
9	H333	H08					21/07/2017		W/SG
9	H334	H08					21/07/2017		SG
9	H335	H08					21/07/2017		W100
9	H336	H08					21/07/2017		W100
9	H337	H08					21/07/2017		W100
9	H338	H08					21/07/2017		W100
9	H339	H08					21/07/2017		VL
9	H340	H08					21/07/2017		W
9	H341	H08					21/07/2017		W100
9	H342	H08					21/07/2017		W
9	H343	H08					21/07/2017		VL
9	H344	H08					21/07/2017		W100
9	H345	H08					21/07/2017		W
9	H346	H09					21/07/2017		W
9	H347	H09					21/07/2017		W
9	H348	H09					21/07/2017		VL
9	H349	H09					21/07/2017		W
9	H350	H09					21/07/2017		W
9	H351	H09					21/07/2017		VL
9	H352	H09					21/07/2017		W100
9	H353	H09					21/07/2017		W100
9	H354	H09					21/07/2017		W
9	H355	H09					21/07/2017		W100
9	H356	H09					21/07/2017		W
9	H357	H09					21/07/2017		W100
9	H358	H09					21/07/2017		W
9	H359	H09					21/07/2017		W100
9	H360	H09					21/07/2017		W
9	H361	H09					21/07/2017		W100
9	H362	H09					21/07/2017		VS
9	H363	H09					21/07/2017		W
9	H364	H09					21/07/2017		VS
9	H365	H09					21/07/2017		W100
9	H366	H09					21/07/2017		W100
9	H367	H09					21/07/2017		VL
9	H368	H09					21/07/2017		FL100
9	H370	H09					21/07/2017		W100
9	H371	H09					21/07/2017		VL
9	H372	H09					21/07/2017		W
9	H373	H09					21/07/2017		W100
9	H374	H09					21/07/2017		VS
9	H375	H09					21/07/2017		X
9	H376	H10					20/07/2017		X
9	H377	H10					20/07/2017		VL
9	H378	H10					20/07/2017		W100
9	H379	H10					20/07/2017		W
9	H380	H10					20/07/2017		W
9	H381	H10					20/07/2017		VL
9	H382	H10					20/07/2017		VL
9	H383	H10					20/07/2017		VL
9	H384	H10					20/07/2017		W100
9	H385	H10					20/07/2017		G
9	H386	H10					20/07/2017		W
9	H387	H10					20/07/2017		X
9	H388	H10					20/07/2017		VL
9	H389	H10					20/07/2017		G
9	H390	H10					20/07/2017		W
9	H391	H10					20/07/2017		W100
9	H392	H10					20/07/2017		W100
9	H393	H10					20/07/2017		W100
9	H394	H10					20/07/2017		W100
9	H395	H10					20/07/2017		B1
9	H396	H10					20/07/2017		W
9	H398	H10					20/07/2017		X
9	H399	H10					20/07/2017		W
9	H800	H10					20/07/2017		W
9	H801	H10					20/07/2017		VL
9	H802	H10					20/07/2017		W100/G
9	H803	H10					20/07/2017		X
9	H804	H10					20/07/2017		W100
9	H805	H10					20/07/2017		G
9	H806	H13					20/07/2017		W100/G
9	H807	H13					20/07/2017		D
9	H808	H13					20/07/2017		VL
9	H809	H13					20/07/2017		W
9	H810	H13					20/07/2017		W100
9	H811	H13					20/07/2017		W
9	H812	H13					20/07/2017		W
9	H813	H13					20/07/2017		W
9	H814	H13					20/07/2017		W
9	H815	H13					20/07/2017		W
9	H816	H13					20/07/2017		W100
9	H817	H13					20/07/2017		W100
9	H818	H13					20/07/2017		W100
9	H819	H13					20/07/2017		W100
9	H820	H13					20/07/2017		W
9	H821	H13					20/07/2017		W100
9	H822	H13					20/07/2017		W100
9	H823	H13					20/07/2017		X
9	H824	H13					20/07/2017		W100
9	H825	H13					20/07/2017		VL
9	H826	H13					20/07/2017		VL
9	H827	H13					20/07/2017		W
9	H828	H13					20/07/2017		W100/G
9	H829	H13					20/07/2017		W100
9	H830	H13					20/07/2017		W
9	H831	H13					20/07/2017		X
9	H832	H13					20/07/2017		VL
9	H833	H13					20/07/2017		W100/G
9	H835	HC1					09/08/2017		W100
9	H853	HC1					09/08/2017		B4
9	H858	HC1					09/08/2017		W100
9	H860	HC1					09/08/2017		W100
9	H861	HC1					09/08/2017		W100
9	H862	HC1					09/08/2017		B4
9	H864	HC2a					09/08/2017		W100
9	H870	HC2a					09/08/2017		W100
9	H880	HC2a					09/08/2017		W100
9	H891	HC2b					09/08/2017		W100
9	H1108	HC4					09/08/2017		W100
9	H1121	HC4					09/08/2017		B4
9	H1122	HC4					09/08/2017		W100
9	H1126	HC5					09/08/2017		B4
9	H1133	HC5					09/08/2017		W100
9	H1134	HC5					09/08/2017		W100
9	H1136	HC5					09/08/2017		W100
9	H1137	HC5					09/08/2017		W100
9	H1138	HC5					09/08/2017		W100
9	H1142	HC5					09/08/2017		W100
9	H1148	HC5					09/08/2017		W100
9	H1149	HC5					09/08/2017		W100
9	H1162	HC6					09/08/2017		W100
9	H1168	HC6					09/08/2017		W100
9	H1172	HC6					09/08/2017		W100
9	H1177	HC6					09/08/2017		W100
9	H1178	HC6					09/08/2017		W100
10	H1	H01					27/07/2017		W100
10	H2	H01					27/07/2017		X
10	H3	H01					27/07/2017		W100
10	H4	H01					27/07/2017		D
10	H5	H01					27/07/2017		W100
10	H6	H01					27/07/2017		D
10	H7	H01					27/07/2017		W100
10	H8	H01					27/07/2017		W100
10	H9	H01					27/07/2017		VL
10	H10	H01					27/07/2017		VS
10	H11	H01					27/07/2017		VL
10	H12	H01					27/07/2017		W100
10	H13	H01					27/07/2017		W100
10	H14	H01					27/07/2017		W100
10	H15	H01					27/07/2017		VL
10	H16	H01					27/07/2017		G
10	H17	H01					27/07/2017		W100
10	H18	H01					27/07/2017		VL
10	H19	H01					27/07/2017		W100
10	H20	H01					27/07/2017		W100
10	H21	H01					27/07/2017		W100
10	H22	H01					27/07/2017		W100
10	H23	H01					27/07/2017		W100
10	H24	H01					27/07/2017		W100
10	H25	H01					27/07/2017		B3
10	H26	H01					27/07/2017		W100
10	H27	H01					27/07/2017		SG
10	H28	H01					27/07/2017		W100
10	H29	H01					27/07/2017		X
10	H30	H01					27/07/2017		W100
10	H31	H02					28/07/2017		VL
10	H32	H02					28/07/2017		W100
10	H33	H02					28/07/2017		X
10	H34	H02					28/07/2017		W100
10	H35	H02					28/07/2017		X
10	H36	H02					28/07/2017		G
10	H37	H02					28/07/2017		W100
10	H38	H02					28/07/2017		W100
10	H39	H02					28/07/2017		VL
10	H40	H02					28/07/2017		VL
10	H41	H02					28/07/2017		W100
10	H42	H02					28/07/2017		VL
10	H43	H02					28/07/2017		X
10	H44	H02					28/07/2017		VL
10	H45	H02					28/07/2017		W100
10	H46	H02					28/07/2017		X
10	H47	H02					28/07/2017		W100
10	H48	H02					28/07/2017		W100
10	H49	H02					28/07/2017		W100
10	H50	H02					28/07/2017		W100
10	H51	H02					28/07/2017		X
10	H52	H02					28/07/2017		W
10	H53	H02					28/07/2017		VL
10	H54	H02					28/07/2017		W100
10	H55	H02					28/07/2017		W100
10	H56	H02					28/07/2017		W100
10	H57	H02					28/07/2017		X
10	H58	H02					28/07/2017		X
10	H59	H02					28/07/2017		SG
10	H60	H02					28/07/2017		G
10	H61	H03					28/07/2017		W100
10	H62	H03					28/07/2017		W100
10	H63	H03					28/07/2017		W100
10	H64	H03					28/07/2017		X
10	H65	H03					28/07/2017		W100
10	H66	H03					28/07/2017		VL
10	H67	H03					28/07/2017		W100
10	H68	H03					28/07/2017		W100
10	H69	H03					28/07/2017		X
10	H70	H03					28/07/2017		W100
10	H71	H03					28/07/2017		W100
10	H72	H03					28/07/2017		W100
10	H73	H03					28/07/2017		W100
10	H74	H03					28/07/2017		W100
10	H75	H03					28/07/2017		W100
10	H76	H03					28/07/2017		W
10	H77	H03					28/07/2017		SG
10	H78	H03					28/07/2017		W100
10	H79	H03					28/07/2017		W100
10	H80	H03					28/07/2017		W100
10	H81	H03					28/07/2017		X
10	H82	H03					28/07/2017		W100
10	H83	H03					28/07/2017		VL
10	H84	H03					28/07/2017		W100
10	H85	H03					28/07/2017		X
10	H86	H03					28/07/2017		VL
10	H87	H03					28/07/2017		X
10	H88	H03					28/07/2017		W100
10	H89	H03					28/07/2017		X
10	H90	H03					28/07/2017		W100
10	H91	H04					31/07/2017		X
10	H92	H04					31/07/2017		W100
10	H93	H04					31/07/2017		W100
10	H94	H04					31/07/2017		X
10	H95	H04					31/07/2017		X
10	H96	H04					31/07/2017		W100
10	H97	H04					31/07/2017		VL
10	H98	H04					31/07/2017		VL
10	H99	H04					31/07/2017		W100
10	H400	H04					31/07/2017		W100
10	H401	H04					31/07/2017		X
10	H402	H04					31/07/2017		SG
10	H403	H04					31/07/2017		W100
10	H404	H04					31/07/2017		W100
10	H405	H04					31/07/2017		W100
10	H406	H04					31/07/2017		VL
10	H407	H04					31/07/2017		W100
10	H408	H04					31/07/2017		W100
10	H409	H04					31/07/2017		W100
10	H410	H04					31/07/2017		W100
10	H411	H04					31/07/2017		W100
10	H412	H04					31/07/2017		VL
10	H413	H04					31/07/2017		X
10	H414	H04					31/07/2017		W100
10	H415	H04					31/07/2017		VS
10	H416	H04					31/07/2017		W100
10	H417	H04					31/07/2017		D
10	H418	H04					31/07/2017		W100
10	H419	H04					31/07/2017		VL
10	H420	H05					31/07/2017		W100
10	H421	H05					31/07/2017		W100
10	H422	H05					31/07/2017		W100
10	H423	H05					31/07/2017		W100
10	H424	H05					31/07/2017		W100
10	H425	H05					31/07/2017		W100
10	H426	H05					31/07/2017		W100
10	H427	H05					31/07/2017		W100
10	H428	H05					31/07/2017		VL
10	H429	H05					31/07/2017		W100
10	H430	H05					31/07/2017		X
10	H431	H05					31/07/2017		VL
10	H432	H05					31/07/2017		W100
10	H433	H05					31/07/2017		W100
10	H434	H05					31/07/2017		W/G
10	H435	H05					31/07/2017		W100
10	H436	H05					31/07/2017		VL
10	H437	H05					31/07/2017		W100
10	H438	H05					31/07/2017		W100
10	H439	H05					31/07/2017		W
10	H440	H05					31/07/2017		W100
10	H441	H05					31/07/2017		W
10	H442	H05					31/07/2017		W100
10	H443	H05					31/07/2017		W100
10	H444	H05					31/07/2017		W
10	H445	H05					31/07/2017		VL
10	H446	H05					31/07/2017		W100
10	H447	H05					31/07/2017		W100
10	H448	H05					31/07/2017		W100
10	H449	H05					31/07/2017		W100
10	H316	H08					27/07/2017		VL
10	H317	H08					27/07/2017		W
10	H318	H08					27/07/2017		VS
10	H319	H08					27/07/2017		W100
10	H320	H08					27/07/2017		W100
10	H321	H08					27/07/2017		VL
10	H322	H08					27/07/2017		W100
10	H323	H08					27/07/2017		W100
10	H324	H08					27/07/2017		VL
10	H325	H08					27/07/2017		VL
10	H326	H08					27/07/2017		VL
10	H327	H08					27/07/2017		VL
10	H328	H08					27/07/2017		X
10	H329	H08					27/07/2017		VL
10	H330	H08					27/07/2017		VL
10	H331	H08					27/07/2017		VL
10	H332	H08					27/07/2017		VL
10	H333	H08					27/07/2017		W100
10	H334	H08					27/07/2017		SG
10	H335	H08					27/07/2017		W100
10	H336	H08					27/07/2017		W100
10	H337	H08					27/07/2017		W100
10	H338	H08					27/07/2017		W100
10	H339	H08					27/07/2017		VL
10	H340	H08					27/07/2017		W100
10	H341	H08					27/07/2017		W100
10	H342	H08					27/07/2017		W
10	H343	H08					27/07/2017		VL
10	H344	H08					27/07/2017		W100
10	H345	H08					27/07/2017		W100
10	H346	H09					27/07/2017		W100
10	H347	H09					27/07/2017		W100
10	H348	H09					27/07/2017		VL
10	H349	H09					27/07/2017		W100
10	H350	H09					27/07/2017		W100
10	H351	H09					27/07/2017		VL
10	H352	H09					27/07/2017		W100
10	H353	H09					27/07/2017		W100
10	H354	H09					27/07/2017		W100
10	H355	H09					27/07/2017		W100
10	H356	H09					27/07/2017		W100
10	H357	H09					27/07/2017		W100
10	H358	H09					27/07/2017		W100
10	H359	H09					27/07/2017		W100
10	H360	H09					27/07/2017		W100
10	H361	H09					27/07/2017		W100
10	H362	H09					27/07/2017		VS
10	H363	H09					27/07/2017		W100
10	H364	H09					27/07/2017		VS
10	H365	H09					27/07/2017		W100
10	H366	H09					27/07/2017		W100
10	H367	H09					27/07/2017		VS
10	H368	H09					27/07/2017		W100
10	H370	H09					27/07/2017		W100
10	H371	H09					27/07/2017		VS
10	H372	H09					27/07/2017		W100
10	H373	H09					27/07/2017		W100
10	H374	H09					27/07/2017		VS
10	H375	H09					27/07/2017		X
10	H376	H10					28/07/2017		X
10	H377	H10					28/07/2017		VL
10	H378	H10					28/07/2017		W100
10	H379	H10					28/07/2017		W
10	H380	H10					28/07/2017		W100
10	H381	H10					28/07/2017		VL
10	H382	H10					28/07/2017		VL
10	H383	H10					28/07/2017		VL
10	H384	H10					28/07/2017		W100
10	H385	H10					28/07/2017		G
10	H386	H10					28/07/2017		W
10	H387	H10					28/07/2017		X
10	H388	H10					28/07/2017		VL
10	H389	H10					28/07/2017		G
10	H390	H10					28/07/2017		W100
10	H391	H10					28/07/2017		W100
10	H392	H10					28/07/2017		W100
10	H393	H10					28/07/2017		W100
10	H394	H10					28/07/2017		W100
10	H395	H10					28/07/2017		B2
10	H396	H10					28/07/2017		W
10	H398	H10					28/07/2017		X
10	H399	H10					28/07/2017		W100
10	H800	H10					28/07/2017		W100
10	H801	H10					28/07/2017		VL
10	H802	H10					28/07/2017		W100
10	H803	H10					28/07/2017		X
10	H804	H10					28/07/2017		W100
10	H805	H10					28/07/2017		G
10	H806	H13					31/07/2017		D
10	H807	H13					31/07/2017		D
10	H808	H13					31/07/2017		VL
10	H809	H13					31/07/2017		W100
10	H810	H13					31/07/2017		W100
10	H811	H13					31/07/2017		W100
10	H812	H13					31/07/2017		X
10	H813	H13					31/07/2017		W100
10	H814	H13					31/07/2017		W100
10	H815	H13					31/07/2017		W100
10	H816	H13					31/07/2017		W100
10	H817	H13					31/07/2017		W100
10	H818	H13					31/07/2017		W100
10	H819	H13					31/07/2017		W100
10	H820	H13					31/07/2017		W100
10	H821	H13					31/07/2017		W100
10	H822	H13					31/07/2017		W100
10	H823	H13					31/07/2017		X
10	H824	H13					31/07/2017		W100
10	H825	H13					31/07/2017		X
10	H826	H13					31/07/2017		VL
10	H827	H13					31/07/2017		D
10	H828	H13					31/07/2017		W100
10	H829	H13					31/07/2017		W100
10	H830	H13					31/07/2017		W100
10	H831	H13					31/07/2017		X
10	H832	H13					31/07/2017		VL
10	H833	H13					31/07/2017		W100
11	H1	H01					03/08/2017		W100
11	H2	H01					03/08/2017		X
11	H3	H01					03/08/2017		D
11	H4	H01					03/08/2017		D
11	H5	H01					03/08/2017		W100
11	H6	H01					03/08/2017		D
11	H7	H01					03/08/2017		W100
11	H8	H01					03/08/2017		W100
11	H9	H01					03/08/2017		VS
11	H10	H01					03/08/2017		VL
11	H11	H01					03/08/2017		VL
11	H12	H01					03/08/2017		W100
11	H13	H01					03/08/2017		W100
11	H14	H01					03/08/2017		D
11	H15	H01					03/08/2017		VL
11	H16	H01					03/08/2017		G
11	H17	H01					03/08/2017		W100
11	H18	H01					03/08/2017		VL
11	H19	H01					03/08/2017		W100
11	H20	H01					03/08/2017		W100
11	H21	H01					03/08/2017		W100
11	H22	H01					03/08/2017		W100
11	H23	H01					03/08/2017		W100
11	H24	H01					03/08/2017		W100
11	H25	H01					03/08/2017		B4
11	H26	H01					03/08/2017		W100
11	H27	H01					03/08/2017		SG
11	H28	H01					03/08/2017		W100
11	H29	H01					03/08/2017		X
11	H30	H01					03/08/2017		W100
11	H31	H02					04/08/2017		VL
11	H32	H02					04/08/2017		W100
11	H33	H02					04/08/2017		X
11	H34	H02					04/08/2017		W100
11	H35	H02					04/08/2017		X
11	H36	H02					04/08/2017		G
11	H37	H02					04/08/2017		W100
11	H38	H02					04/08/2017		W100
11	H39	H02					04/08/2017		VL
11	H40	H02					04/08/2017		VL
11	H41	H02					04/08/2017		W100
11	H42	H02					04/08/2017		VL
11	H43	H02					04/08/2017		X
11	H44	H02					04/08/2017		VL
11	H45	H02					04/08/2017		W100
11	H46	H02					04/08/2017		X
11	H47	H02					04/08/2017		W100
11	H48	H02					04/08/2017		W100
11	H49	H02					04/08/2017		W100
11	H50	H02					04/08/2017		W100
11	H51	H02					04/08/2017		X
11	H52	H02					04/08/2017		W100
11	H53	H02					04/08/2017		W100
11	H54	H02					04/08/2017		W100
11	H55	H02					04/08/2017		W100
11	H56	H02					04/08/2017		W100
11	H57	H02					04/08/2017		X
11	H58	H02					04/08/2017		X
11	H59	H02					04/08/2017		SG
11	H60	H02					04/08/2017		G
11	H409	H04					04/08/2017		W100
11	H410	H04					04/08/2017		W100
11	H411	H04					04/08/2017		W100
11	H414	H04					04/08/2017		W100
11	H426	H05					04/08/2017		W100
11	H437	H05					04/08/2017		W100
11	H316	H08					03/08/2017		VL
11	H317	H08					03/08/2017		W100
11	H318	H08					03/08/2017		VS
11	H319	H08					03/08/2017		W100
11	H320	H08					03/08/2017		W100
11	H321	H08					03/08/2017		VL
11	H322	H08					03/08/2017		W100
11	H323	H08					03/08/2017		W100
11	H324	H08					03/08/2017		VL
11	H325	H08					03/08/2017		VL
11	H326	H08					03/08/2017		VL
11	H327	H08					03/08/2017		VL
11	H328	H08					03/08/2017		X
11	H329	H08					03/08/2017		VL
11	H330	H08					03/08/2017		VL
11	H331	H08					03/08/2017		VL
11	H332	H08					03/08/2017		VL
11	H333	H08					03/08/2017		W100
11	H334	H08					03/08/2017		SG
11	H335	H08					03/08/2017		W100
11	H336	H08					03/08/2017		W100
11	H337	H08					03/08/2017		W100
11	H338	H08					03/08/2017		W100
11	H339	H08					03/08/2017		VL
11	H340	H08					03/08/2017		W100
11	H341	H08					03/08/2017		W100
11	H342	H08					03/08/2017		W100
11	H343	H08					03/08/2017		VL
11	H344	H08					03/08/2017		W100
11	H345	H08					03/08/2017		W100
11	H346	H09					03/08/2017		W100
11	H347	H09					03/08/2017		W100
11	H348	H09					03/08/2017		VL
11	H349	H09					03/08/2017		W100
11	H350	H09					03/08/2017		W100
11	H351	H09					03/08/2017		VL
11	H352	H09					03/08/2017		W100
11	H353	H09					03/08/2017		W100
11	H354	H09					03/08/2017		W100
11	H355	H09					03/08/2017		W100
11	H356	H09					03/08/2017		W100
11	H357	H09					03/08/2017		W100
11	H358	H09					03/08/2017		W100
11	H359	H09					03/08/2017		W100
11	H360	H09					03/08/2017		W100
11	H361	H09					03/08/2017		W100
11	H362	H09					03/08/2017		VL
11	H363	H09					03/08/2017		W100
11	H364	H09					03/08/2017		VS
11	H365	H09					03/08/2017		W100
11	H366	H09					03/08/2017		W100
11	H367	H09					03/08/2017		VL
11	H368	H09					03/08/2017		W100
11	H370	H09					03/08/2017		W100
11	H371	H09					03/08/2017		VL
11	H372	H09					03/08/2017		W100
11	H373	H09					03/08/2017		W100
11	H374	H09					03/08/2017		VS
11	H375	H09					03/08/2017		X
11	H376	H10					04/08/2017		X
11	H377	H10					04/08/2017		VL
11	H378	H10					04/08/2017		W100
11	H379	H10					04/08/2017		W100
11	H380	H10					04/08/2017		W100
11	H381	H10					04/08/2017		VL
11	H382	H10					04/08/2017		VL
11	H383	H10					04/08/2017		VL
11	H384	H10					04/08/2017		W100
11	H385	H10					04/08/2017		G
11	H386	H10					04/08/2017		W100
11	H387	H10					04/08/2017		X
11	H388	H10					04/08/2017		VL
11	H389	H10					04/08/2017		G
11	H390	H10					04/08/2017		W100
11	H391	H10					04/08/2017		W100
11	H392	H10					04/08/2017		W100
11	H393	H10					04/08/2017		W100
11	H394	H10					04/08/2017		W100
11	H395	H10					04/08/2017		B2
11	H396	H10					04/08/2017		W
11	H398	H10					04/08/2017		X
11	H399	H10					04/08/2017		W100
11	H800	H10					04/08/2017		W100
11	H801	H10					04/08/2017		VL
11	H802	H10					04/08/2017		W100
11	H803	H10					04/08/2017		X
11	H804	H10					04/08/2017		W100
11	H805	H10					04/08/2017		G
12	H396	H10					18/08/2017		W100
