record	id	plot	x	y	peak	comments	date	temp	stage
3	H827	H13					08/06/2017	22	B4
3	H828	H13					08/06/2017	24	B4
3	H829	H13					08/06/2017	25,5	FL
3	H830	H13					08/06/2017	23,7	FL
3	H831	H13					08/06/2017	25,3	VL
3	H832	H13					08/06/2017	25,6	VL
3	H833	H13					08/06/2017	27,3	B1
3	H834	HC1					28/06/2017		B4
3	H835	HC1					28/06/2017		B2
3	H836	HC1					28/06/2017		VL
3	H837	HC1					28/06/2017		W
3	H838	HC1					28/06/2017		B2
3	H839	HC1					28/06/2017		W
3	H840	HC1					28/06/2017		W
3	H841	HC1					28/06/2017		W
3	H842	HC1					28/06/2017		W
3	H843	HC1					28/06/2017		W
3	H844	HC1					28/06/2017		W
3	H845	HC1					28/06/2017		W
3	H846	HC1					28/06/2017		W
3	H847	HC1					28/06/2017		W
3	H848	HC1					28/06/2017		W
3	H849	HC1					28/06/2017		VL
3	H850	HC1					28/06/2017		W
3	H851	HC1					28/06/2017		B4
3	H852	HC1					28/06/2017		W
3	H853	HC1					28/06/2017		B2
3	H854	HC1					28/06/2017		B2
3	H855	HC1					28/06/2017		B2
3	H856	HC1					28/06/2017		VL
3	H857	HC1					28/06/2017		FL
3	H858	HC1					28/06/2017		FL
3	H859	HC1					28/06/2017		B3
3	H860	HC1					28/06/2017		B1
3	H861	HC1					28/06/2017		B3
3	H862	HC1					28/06/2017		B2
3	H863	HC1					28/06/2017		FL
3	H864	HC2a					28/06/2017		FL/G
3	H865	HC2a					28/06/2017		VL
3	H866	HC2a					28/06/2017		B3
3	H867	HC2a					28/06/2017		VL
3	H868	HC2a					28/06/2017		B1
3	H869	HC2a					28/06/2017		W
3	H870	HC2a					28/06/2017		B3
3	H871	HC2a					28/06/2017		B4
3	H872	HC2a					28/06/2017		FL
3	H873	HC2a					28/06/2017		FL
3	H874	HC2a					28/06/2017		B4
3	H875	HC2a					28/06/2017		B2
3	H876	HC2a					28/06/2017		B1
3	H877	HC2a					28/06/2017		VS
3	H878	HC2a					28/06/2017		FL
3	H879	HC2a					28/06/2017		B4
3	H880	HC2a					28/06/2017		FL
3	H881	HC2a					28/06/2017		W
3	H882	HC2a					28/06/2017		B4
3	H883	HC2a					28/06/2017		B4
3	H884	HC2a					28/06/2017		FL
3	H885	HC2a					28/06/2017		W
3	H886	HC2b					28/06/2017		VS
3	H887	HC2b					28/06/2017		VS
3	H888	HC2b					28/06/2017		SG
3	H889	HC2b					28/06/2017		W
3	H890	HC2b					28/06/2017		VL
3	H891	HC2b					28/06/2017		B3
3	H892	HC2b					28/06/2017		FL
3	H893	HC2b					28/06/2017		VL
3	H894	HC4					28/06/2017		FL
3	H895	HC4					28/06/2017		B4
3	H896	HC4					28/06/2017		FL
3	H897	HC4					28/06/2017		B3
3	H898	HC4					28/06/2017		G
3	H899	HC4					28/06/2017		B4
3	H1100	HC4					28/06/2017		B4
3	H1101	HC4					28/06/2017		FL
3	H1102	HC4					28/06/2017		W
3	H1103	HC4					28/06/2017		B4
3	H1104	HC4					28/06/2017		B2
3	H1105	HC4					28/06/2017		VS
3	H1106	HC4					28/06/2017		W
3	H1107	HC4					28/06/2017		W
3	H1108	HC4					28/06/2017		B4
3	H1109	HC4					28/06/2017		B4
3	H1110	HC4					28/06/2017		B3
3	H1111	HC4					28/06/2017		W
3	H1112	HC4					28/06/2017		wrong species
3	H1113	HC4					28/06/2017		B1
3	H1114	HC4					28/06/2017		VS
3	H1115	HC4					28/06/2017		B1
3	H1116	HC4					28/06/2017		W
3	H1117	HC4					28/06/2017		W
3	H1118	HC4					28/06/2017		W
3	H1119	HC4					28/06/2017		W
3	H1120	HC4					28/06/2017		W
3	H1121	HC4					28/06/2017		B3
3	H1122	HC4					28/06/2017		W
3	H1123	HC4					28/06/2017		FL
3	H1124	HC5					28/06/2017		FL
3	H1125	HC5					28/06/2017		B1
3	H1126	HC5					28/06/2017		B2
3	H1127	HC5					28/06/2017		VL
3	H1128	HC5					28/06/2017		B1
3	H1129	HC5					28/06/2017		B1
3	H1130	HC5					28/06/2017		W
3	H1131	HC5					28/06/2017		VS
3	H1132	HC5					28/06/2017		B3
3	H1133	HC5					28/06/2017		W
3	H1134	HC5					28/06/2017		B4
3	H1135	HC5					28/06/2017		VL
3	H1136	HC5					28/06/2017		FL
3	H1137	HC5					28/06/2017		B3
3	H1138	HC5					28/06/2017		B4
3	H1139	HC5					28/06/2017		VS
3	H1140	HC5					28/06/2017		B3
3	H1141	HC5					28/06/2017		VL
3	H1142	HC5					28/06/2017		B3
3	H1143	HC5					28/06/2017		VL
3	H1144	HC5					28/06/2017		W
3	H1145	HC5					28/06/2017		VS
3	H1146	HC5					28/06/2017		B3
3	H1147	HC5					28/06/2017		FL
3	H1148	HC5					28/06/2017		B4
3	H1149	HC5					28/06/2017		W
3	H1150	HC5					28/06/2017		VL
3	H1151	HC5					28/06/2017		W
3	H1152	HC5					28/06/2017		VL
3	H1153	HC5					28/06/2017		W
3	H1154	HC6					28/06/2017		W
3	H1155	HC6					28/06/2017		FL
3	H1156	HC6					28/06/2017		W
3	H1157	HC6					28/06/2017		VS
3	H1158	HC6					28/06/2017		W
3	H1159	HC6					28/06/2017		X
3	H1160	HC6					28/06/2017		VS
3	H1161	HC6					28/06/2017		VS
3	H1162	HC6					28/06/2017		FL
3	H1163	HC6					28/06/2017		X
3	H1164	HC6					28/06/2017		VL
3	H1165	HC6					28/06/2017		X
3	H1166	HC6					28/06/2017		VL
3	H1167	HC6					28/06/2017		X
3	H1168	HC6					28/06/2017		FL
3	H1169	HC6					28/06/2017		B3
3	H1170	HC6					28/06/2017		FL
3	H1171	HC6					28/06/2017		W
3	H1172	HC6					28/06/2017		W
3	H1173	HC6					28/06/2017		W
3	H1174	HC6					28/06/2017		X
3	H1175	HC6					28/06/2017		X
3	H1176	HC6					28/06/2017		VS
3	H1177	HC6					28/06/2017		B4
3	H1178	HC6					28/06/2017		B2
3	H1179	HC6					28/06/2017		VS
3	H1180	HC6					28/06/2017		X
3	H1181	HC6					28/06/2017		VL
3	H1182	HC6					28/06/2017		B4
3	H1183	HC6					28/06/2017		B3
4	H1	H01					16/06/2017		B2
4	H2	H01					16/06/2017		VL
4	H3	H01					16/06/2017		B1
4	H4	H01					16/06/2017		B3
4	H5	H01					16/06/2017		FL
4	H6	H01					16/06/2017		B2
4	H7	H01					16/06/2017		B3
4	H8	H01					16/06/2017		VS
4	H9	H01					16/06/2017		VS
4	H10	H01					16/06/2017		VS
4	H11	H01					16/06/2017		VS
4	H12	H01					16/06/2017		B3
4	H13	H01					16/06/2017		B3
4	H14	H01					16/06/2017		FL
4	H15	H01					16/06/2017		VL
4	H16	H01					16/06/2017		B3
4	H17	H01					16/06/2017		B4
4	H18	H01					16/06/2017		VL
4	H19	H01					16/06/2017		B4
4	H20	H01					16/06/2017		FL
4	H21	H01					16/06/2017		B1
4	H22	H01					16/06/2017		B1
4	H23	H01					16/06/2017		B1
4	H24	H01					16/06/2017		B4
4	H25	H01					16/06/2017		B2
4	H26	H01					16/06/2017		FL
4	H27	H01					16/06/2017		B4
4	H28	H01					16/06/2017		B4
4	H29	H01					16/06/2017		B4
4	H30	H01					16/06/2017		B2
4	H31	H02					16/06/2017		B4
4	H32	H02					16/06/2017		B3
4	H33	H02					16/06/2017		B2
4	H34	H02					16/06/2017		FL
4	H35	H02					16/06/2017		B1
4	H36	H02					16/06/2017		VL
4	H37	H02					16/06/2017		B4
4	H38	H02					16/06/2017		B4
4	H39	H02					16/06/2017		B4
4	H40	H02					16/06/2017		VL
4	H41	H02					16/06/2017		B1
4	H42	H02					16/06/2017		B1
4	H43	H02					16/06/2017		VL
4	H44	H02					16/06/2017		VL
4	H45	H02					16/06/2017		B1
4	H46	H02					16/06/2017		VL
4	H47	H02					16/06/2017		B2
4	H48	H02					16/06/2017		B2
4	H49	H02					16/06/2017		FL
4	H50	H02					16/06/2017		VL
4	H51	H02					16/06/2017		VL
4	H52	H02					16/06/2017		B1
4	H53	H02					16/06/2017		B1
4	H54	H02					16/06/2017		B4
4	H55	H02					16/06/2017		B3
4	H56	H02					16/06/2017		B2
4	H57	H02					16/06/2017		VL
4	H58	H02					16/06/2017		B3
4	H59	H02					16/06/2017		VL
4	H60	H02					16/06/2017		B3
4	H61	H03					16/06/2017		B4
4	H62	H03					16/06/2017		B2
4	H63	H03					16/06/2017		B1
4	H64	H03					16/06/2017		VL
4	H65	H03					16/06/2017		B3
4	H66	H03					16/06/2017		VL
4	H67	H03					16/06/2017		B3
4	H68	H03					16/06/2017		B3
4	H69	H03					16/06/2017		B3
4	H70	H03					16/06/2017		B4
4	H71	H03					16/06/2017		B2
4	H72	H03					16/06/2017		B4
4	H73	H03					16/06/2017		B2
4	H74	H03					16/06/2017		B3
4	H75	H03					16/06/2017		B3
4	H76	H03					16/06/2017		B2
4	H77	H03					16/06/2017		VL
4	H78	H03					16/06/2017		B4
4	H79	H03					16/06/2017		FL
4	H80	H03					16/06/2017		B1
4	H81	H03					16/06/2017		B3
4	H82	H03					16/06/2017		B4
4	H83	H03					16/06/2017		B1
4	H84	H03					16/06/2017		B4
4	H85	H03					16/06/2017		X
4	H86	H03					16/06/2017		VL
4	H87	H03					16/06/2017		B4
4	H88	H03					16/06/2017		B4
4	H89	H03					16/06/2017		FL
4	H90	H03					16/06/2017		B4
4	H91	H04					16/06/2017		B3
4	H92	H04					16/06/2017		B2
4	H93	H04					16/06/2017		B3
4	H94	H04					16/06/2017		VL
4	H95	H04					16/06/2017		VL
4	H96	H04					16/06/2017		B4
4	H97	H04					16/06/2017		VL
4	H98	H04					16/06/2017		B1
4	H99	H04					16/06/2017		B3
4	H400	H04					16/06/2017		B4
4	H401	H04					16/06/2017		B3
4	H402	H04					16/06/2017		B3
4	H403	H04					16/06/2017		B4
4	H404	H04					16/06/2017		B3
4	H405	H04					16/06/2017		B3
4	H406	H04					16/06/2017		B1
4	H407	H04					16/06/2017		B3
4	H408	H04					16/06/2017		B4
4	H409	H04					16/06/2017		B2
4	H410	H04					16/06/2017		B1
4	H411	H04					16/06/2017		VL
4	H412	H04					16/06/2017		B1
4	H413	H04					16/06/2017		VL
4	H414	H04					16/06/2017		B1
4	H415	H04					16/06/2017		VS
4	H416	H04					16/06/2017		B4
4	H417	H04					16/06/2017		B1
4	H418	H04					16/06/2017		B3
4	H419	H04					16/06/2017		VS
4	H420	H05					16/06/2017		B2
4	H421	H05					16/06/2017		FL
4	H422	H05					16/06/2017		W
4	H423	H05					16/06/2017		B4
4	H424	H05					16/06/2017		W
4	H425	H05					16/06/2017		W
4	H426	H05					16/06/2017		B1
4	H427	H05					16/06/2017		B2
4	H428	H05					16/06/2017		VL
4	H429	H05					16/06/2017		W
4	H430	H05					16/06/2017		B2
4	H431	H05					16/06/2017		VS
4	H432	H05					16/06/2017		B2
4	H433	H05					16/06/2017		B4
4	H434	H05					16/06/2017		VL
4	H435	H05					16/06/2017		B4
4	H436	H05					16/06/2017		VL
4	H437	H05					16/06/2017		B2
4	H438	H05					16/06/2017		B1
4	H439	H05					16/06/2017		VL
4	H440	H05					16/06/2017		B2/G
4	H441	H05					16/06/2017		B2
4	H442	H05					16/06/2017		VL
4	H443	H05					16/06/2017		B4
4	H444	H05					16/06/2017		B2
4	H445	H05					16/06/2017		VL
4	H446	H05					16/06/2017		B3
4	H447	H05					16/06/2017		B2
4	H448	H05					16/06/2017		B1/G
4	H449	H05					16/06/2017		B4
4	H316	H08					16/06/2017		B2
4	H317	H08					16/06/2017		B2
4	H318	H08					16/06/2017		VS
4	H319	H08					16/06/2017		VL
4	H320	H08					16/06/2017		B3
4	H321	H08					16/06/2017		VL
4	H322	H08					16/06/2017		B2
4	H323	H08					16/06/2017		B2
4	H324	H08					16/06/2017		VS
4	H325	H08					16/06/2017		VS
4	H326	H08					16/06/2017		VS
4	H327	H08					16/06/2017		VS
4	H328	H08					16/06/2017		VL
4	H329	H08					16/06/2017		VL
4	H330	H08					16/06/2017		VL
4	H331	H08					16/06/2017		VL
4	H332	H08					16/06/2017		VL
4	H333	H08					16/06/2017		FL
4	H334	H08					16/06/2017		B2
4	H335	H08					16/06/2017		FL
4	H336	H08					16/06/2017		B4
4	H337	H08					16/06/2017		B4
4	H338	H08					16/06/2017		B2
4	H339	H08					16/06/2017		VL
4	H340	H08					16/06/2017		B3
4	H341	H08					16/06/2017		B4
4	H342	H08					16/06/2017		VL
4	H343	H08					16/06/2017		VS
4	H344	H08					16/06/2017		B2
4	H345	H08					16/06/2017		B4
4	H346	H09					16/06/2017		B1
4	H347	H09					16/06/2017		B2
4	H348	H09					16/06/2017		VS
4	H349	H09					16/06/2017		B2
4	H350	H09					16/06/2017		B1
4	H351	H09					16/06/2017		VL
4	H352	H09					16/06/2017		VL
4	H353	H09					16/06/2017		B2
4	H354	H09					16/06/2017		B2
4	H355	H09					16/06/2017		B1
4	H356	H09					16/06/2017		B3
4	H357	H09					16/06/2017		B2
4	H358	H09					16/06/2017		B2
4	H359	H09					16/06/2017		B3
4	H360	H09					16/06/2017		B1
4	H361	H09					16/06/2017		VS
4	H362	H09					16/06/2017		VS
4	H363	H09					16/06/2017		B2
4	H364	H09					16/06/2017		D
4	H365	H09					16/06/2017		B3
4	H366	H09					16/06/2017		B2
4	H367	H09					16/06/2017		VS
4	H368	H09					16/06/2017		VS
4	H369	H09					16/06/2017		wrong sp/
4	H370	H09					16/06/2017		FL
4	H371	H09					16/06/2017		D
4	H372	H09					16/06/2017		B1
4	H373	H09					16/06/2017		B2
4	H374	H09					16/06/2017		VS
4	H375	H09					16/06/2017		VS
4	H376	H10					16/06/2017		X
4	H377	H10					16/06/2017		VL
4	H378	H10					16/06/2017		B4
4	H379	H10					16/06/2017		VL
4	H380	H10					16/06/2017		B3
4	H381	H10					16/06/2017		VL
4	H382	H10					16/06/2017		VL
4	H383	H10					16/06/2017		VL
4	H384	H10					16/06/2017		B4
4	H385	H10					16/06/2017		B4
4	H386	H10					16/06/2017		VL
4	H387	H10					16/06/2017		B4
4	H388	H10					16/06/2017		VL
4	H389	H10					16/06/2017		B1
4	H390	H10					16/06/2017		FL
4	H391	H10					16/06/2017		FL
4	H392	H10					16/06/2017		B4
4	H393	H10					16/06/2017		W
4	H394	H10					16/06/2017		B3
4	H395	H10					16/06/2017		B1
4	H396	H10					16/06/2017		B3
4	H397	H10					16/06/2017		B3
4	H398	H10					16/06/2017		B1
4	H399	H10					16/06/2017		B4
4	H800	H10					16/06/2017		B3
4	H801	H10					16/06/2017		B5
4	H802	H10					16/06/2017		B3
4	H803	H10					16/06/2017		VL
4	H804	H10					16/06/2017		B4
4	H805	H10					16/06/2017		X
4	H806	H13					16/06/2017		SG
4	H807	H13					16/06/2017		B4
4	H808	H13					16/06/2017		VL
4	H809	H13					16/06/2017		B2
4	H810	H13					16/06/2017		B4
4	H811	H13					16/06/2017		B4
4	H812	H13					16/06/2017		B3
4	H813	H13					16/06/2017		B4
4	H814	H13					16/06/2017		B2
4	H815	H13					16/06/2017		FL
4	H816	H13					16/06/2017		B4
4	H817	H13					16/06/2017		B4
4	H818	H13					16/06/2017		FL
4	H819	H13					16/06/2017		FL
4	H820	H13					16/06/2017		FL
4	H821	H13					16/06/2017		VL
4	H822	H13					16/06/2017		B4
4	H823	H13					16/06/2017		B4
4	H824	H13					16/06/2017		B4
4	H825	H13					16/06/2017		FL
4	H826	H13					16/06/2017		VL
4	H827	H13					16/06/2017		B4
4	H828	H13					16/06/2017		B4
4	H829	H13					16/06/2017		B4
4	H830	H13					16/06/2017		FL
4	H831	H13					16/06/2017		VS
4	H832	H13					16/06/2017		VL
4	H833	H13					16/06/2017		B2
4	H834	HC1					04/07/2017		W
4	H835	HC1					04/07/2017		B3
4	H836	HC1					04/07/2017		VL
4	H837	HC1					04/07/2017		W
4	H838	HC1					04/07/2017		FL
4	H839	HC1					04/07/2017		W
4	H840	HC1					04/07/2017		W
4	H841	HC1					04/07/2017		W
4	H842	HC1					04/07/2017		W/G
4	H843	HC1					04/07/2017		W
4	H844	HC1					04/07/2017		W
4	H845	HC1					04/07/2017		W
4	H846	HC1					04/07/2017		W
4	H847	HC1					04/07/2017		W
4	H848	HC1					04/07/2017		W
4	H849	HC1					04/07/2017		X
4	H850	HC1					04/07/2017		W
4	H851	HC1					04/07/2017		X
4	H852	HC1					04/07/2017		X
4	H853	HC1					04/07/2017		B3
4	H854	HC1					04/07/2017		B3
4	H855	HC1					04/07/2017		B2
4	H856	HC1					04/07/2017		VL
4	H857	HC1					04/07/2017		W
4	H858	HC1					04/07/2017		W
4	H859	HC1					04/07/2017		FL
4	H860	HC1					04/07/2017		B1
4	H861	HC1					04/07/2017		W
4	H862	HC1					04/07/2017		B2
4	H863	HC1					04/07/2017		W
4	H864	HC2a					04/07/2017		FL
4	H865	HC2a					04/07/2017		VS
4	H866	HC2a					04/07/2017		B4
4	H867	HC2a					04/07/2017		VS
4	H868	HC2a					04/07/2017		VS
4	H869	HC2a					04/07/2017		W
4	H870	HC2a					04/07/2017		FL
4	H871	HC2a					04/07/2017		FL
4	H872	HC2a					04/07/2017		W
4	H873	HC2a					04/07/2017		FL
4	H874	HC2a					04/07/2017		W
4	H875	HC2a					04/07/2017		FL
4	H876	HC2a					04/07/2017		VL
4	H877	HC2a					04/07/2017		VS
4	H878	HC2a					04/07/2017		FL
4	H879	HC2a					04/07/2017		FL
4	H880	HC2a					04/07/2017		FL
4	H881	HC2a					04/07/2017		FL
4	H882	HC2a					04/07/2017		W
4	H883	HC2a					04/07/2017		FL
4	H884	HC2a					04/07/2017		FL
4	H885	HC2a					04/07/2017		FL
4	H886	HC2b					04/07/2017		VS
4	H887	HC2b					04/07/2017		VS
4	H888	HC2b					04/07/2017		SG
4	H889	HC2b					04/07/2017		W
4	H890	HC2b					04/07/2017		VS
4	H891	HC2b					04/07/2017		FL
4	H892	HC2b					04/07/2017		FL
4	H893	HC2b					04/07/2017		VS
4	H894	HC4					04/07/2017		FL
4	H895	HC4					04/07/2017		FL
4	H896	HC4					04/07/2017		FL
4	H897	HC4					04/07/2017		B4
4	H898	HC4					04/07/2017		X
4	H899	HC4					04/07/2017		G
4	H1100	HC4					04/07/2017		B4
4	H1101	HC4					04/07/2017		FL
4	H1102	HC4					04/07/2017		W
4	H1103	HC4					04/07/2017		FL
4	H1104	HC4					04/07/2017		B3
4	H1105	HC4					04/07/2017		VS
4	H1106	HC4					04/07/2017		B4
4	H1107	HC4					04/07/2017		B4
4	H1108	HC4					04/07/2017		B4
4	H1109	HC4					04/07/2017		B4
4	H1110	HC4					04/07/2017		W
4	H1111	HC4					04/07/2017		W
4	H1112	HC4					04/07/2017		comment
4	H1113	HC4					04/07/2017		B1
4	H1114	HC4					04/07/2017		G
4	H1115	HC4					04/07/2017		G
4	H1116	HC4					04/07/2017		W
4	H1117	HC4					04/07/2017		W
4	H1118	HC4					04/07/2017		B4
4	H1119	HC4					04/07/2017		W
4	H1120	HC4					04/07/2017		X
4	H1121	HC4					04/07/2017		X
4	H1122	HC4					04/07/2017		W
4	H1123	HC4					04/07/2017		W
4	H1124	HC5					04/07/2017		W
4	H1125	HC5					04/07/2017		B2
4	H1126	HC5					04/07/2017		B2
4	H1127	HC5					04/07/2017		VL
4	H1128	HC5					04/07/2017		B1
4	H1129	HC5					04/07/2017		W
4	H1130	HC5					04/07/2017		W100
4	H1131	HC5					04/07/2017		VS
4	H1132	HC5					04/07/2017		B3
4	H1133	HC5					04/07/2017		W
4	H1134	HC5					04/07/2017		W
4	H1135	HC5					04/07/2017		VS
4	H1136	HC5					04/07/2017		W
4	H1137	HC5					04/07/2017		B4
4	H1138	HC5					04/07/2017		W
4	H1139	HC5					04/07/2017		B1
4	H1140	HC5					04/07/2017		FL
4	H1141	HC5					04/07/2017		VL
4	H1142	HC5					04/07/2017		W
4	H1143	HC5					04/07/2017		VL
4	H1144	HC5					04/07/2017		W
4	H1145	HC5					04/07/2017		VS
4	H1146	HC5					04/07/2017		W
4	H1147	HC5					04/07/2017		W
4	H1148	HC5					04/07/2017		VL
4	H1149	HC5					04/07/2017		W
4	H1150	HC5					04/07/2017		W
4	H1151	HC5					04/07/2017		VL
4	H1152	HC5					04/07/2017		VL
4	H1153	HC5					04/07/2017		W
4	H1154	HC6					04/07/2017		W
4	H1155	HC6					04/07/2017		W
4	H1156	HC6					04/07/2017		W
4	H1157	HC6					04/07/2017		VS
4	H1158	HC6					04/07/2017		W
4	H1159	HC6					04/07/2017		X
4	H1160	HC6					04/07/2017		VS
4	H1161	HC6					04/07/2017		VS
4	H1162	HC6					04/07/2017		W
4	H1163	HC6					04/07/2017		X
4	H1164	HC6					04/07/2017		X
4	H1165	HC6					04/07/2017		VS
4	H1166	HC6					04/07/2017		VL
4	H1167	HC6					04/07/2017		X
4	H1168	HC6					04/07/2017		W
4	H1169	HC6					04/07/2017		W
4	H1170	HC6					04/07/2017		VL
4	H1171	HC6					04/07/2017		W
4	H1172	HC6					04/07/2017		W
4	H1173	HC6					04/07/2017		W
4	H1174	HC6					04/07/2017		X
4	H1175	HC6					04/07/2017		X
4	H1176	HC6					04/07/2017		VS
4	H1177	HC6					04/07/2017		FL
4	H1178	HC6					04/07/2017		B4
4	H1179	HC6					04/07/2017		VS
4	H1180	HC6					04/07/2017		X
4	H1181	HC6					04/07/2017		VS
4	H1182	HC6					04/07/2017		W100
4	H1183	HC6					04/07/2017		W
5	H1	H01					26/06/2017		W
5	H2	H01					26/06/2017		VL
5	H3	H01					26/06/2017		W
5	H4	H01					26/06/2017		W
5	H5	H01					26/06/2017		W
5	H6	H01					26/06/2017		B3
5	H7	H01					26/06/2017		W
5	H8	H01					26/06/2017		W
5	H9	H01					26/06/2017		VL
5	H10	H01					26/06/2017		VL
5	H11	H01					26/06/2017		VS
5	H12	H01					26/06/2017		W
5	H13	H01					26/06/2017		W
5	H14	H01					26/06/2017		W
5	H15	H01					26/06/2017		B1
5	H16	H01					26/06/2017		X
5	H17	H01					26/06/2017		FL
5	H18	H01					26/06/2017		VL
5	H19	H01					26/06/2017		W
5	H20	H01					26/06/2017		W
5	H21	H01					26/06/2017		W
5	H22	H01					26/06/2017		B4
5	H23	H01					26/06/2017		B3
5	H24	H01					26/06/2017		W
5	H25	H01					26/06/2017		B3
5	H26	H01					26/06/2017		W
5	H27	H01					26/06/2017		VL
5	H28	H01					26/06/2017		W
5	H29	H01					26/06/2017		X
5	H30	H01					26/06/2017		W
5	H31	H02					23/06/2017		B4
5	H32	H02					23/06/2017		B4
5	H33	H02					23/06/2017		B1
5	H34	H02					23/06/2017		B4
5	H35	H02					23/06/2017		X
5	H36	H02					23/06/2017		VL
5	H37	H02					23/06/2017		B4
5	H38	H02					23/06/2017		B4
5	H39	H02					23/06/2017		B4
5	H40	H02					23/06/2017		B1
5	H41	H02					23/06/2017		VL
5	H42	H02					23/06/2017		B1
5	H43	H02					23/06/2017		B1
5	H44	H02					23/06/2017		B1
5	H45	H02					23/06/2017		B1
5	H46	H02					23/06/2017		B1
5	H47	H02					23/06/2017		B3
5	H48	H02					23/06/2017		B2
5	H49	H02					23/06/2017		X
5	H50	H02					23/06/2017		B2
5	H51	H02					23/06/2017		VL
5	H52	H02					23/06/2017		B3
5	H53	H02					23/06/2017		VL
5	H54	H02					23/06/2017		B3
5	H55	H02					23/06/2017		B4
5	H56	H02					23/06/2017		B4/G
5	H57	H02					23/06/2017		VL
5	H58	H02					23/06/2017		B1/G
5	H59	H02					23/06/2017		VL
5	H60	H02					23/06/2017		B1
5	H61	H03					26/06/2017		W
5	H62	H03					26/06/2017		FL
5	H63	H03					26/06/2017		B1
5	H64	H03					26/06/2017		X
5	H65	H03					26/06/2017		FL
5	H66	H03					26/06/2017		VL
5	H67	H03					26/06/2017		B4
5	H68	H03					26/06/2017		FL
5	H69	H03					26/06/2017		FL
5	H70	H03					26/06/2017		W
5	H71	H03					26/06/2017		FL
5	H72	H03					26/06/2017		W
5	H73	H03					26/06/2017		B3
5	H74	H03					26/06/2017		B4
5	H75	H03					26/06/2017		FL
5	H76	H03					26/06/2017		VL
5	H77	H03					26/06/2017		VL
5	H78	H03					26/06/2017		W
5	H79	H03					26/06/2017		W
5	H80	H03					26/06/2017		B4
5	H81	H03					26/06/2017		B4
5	H82	H03					26/06/2017		W
5	H83	H03					26/06/2017		VL
5	H84	H03					26/06/2017		B4
5	H85	H03					26/06/2017		X
5	H86	H03					26/06/2017		B4
5	H87	H03					26/06/2017		FL
5	H88	H03					26/06/2017		W
5	H89	H03					26/06/2017		W
5	H90	H03					26/06/2017		W
5	H91	H04					23/06/2017		W
5	H92	H04					23/06/2017		B2
5	H93	H04					23/06/2017		B4
5	H94	H04					23/06/2017		VL
5	H95	H04					23/06/2017		X
5	H96	H04					23/06/2017		B2
5	H97	H04					23/06/2017		VL
5	H98	H04					23/06/2017		VS
5	H99	H04					23/06/2017		B3
5	H400	H04					23/06/2017		B2
5	H401	H04					23/06/2017		B3
5	H402	H04					23/06/2017		B3
5	H403	H04					23/06/2017		B4
5	H404	H04					23/06/2017		B4
5	H405	H04					23/06/2017		FL
5	H406	H04					23/06/2017		VL
5	H407	H04					23/06/2017		FL
5	H408	H04					23/06/2017		FL
5	H409	H04					23/06/2017		B2/G
5	H410	H04					23/06/2017		VL
5	H411	H04					23/06/2017		VL
5	H412	H04					23/06/2017		VL
5	H413	H04					23/06/2017		VL
5	H414	H04					23/06/2017		B2
5	H415	H04					23/06/2017		VS
5	H416	H04					23/06/2017		FL
5	H417	H04					23/06/2017		VL
5	H418	H04					23/06/2017		B4
5	H419	H04					23/06/2017		VS
5	H420	H05					23/06/2017		B4
5	H421	H05					23/06/2017		B4
5	H422	H05					23/06/2017		B4
5	H423	H05					23/06/2017		B4
5	H424	H05					23/06/2017		B4
5	H425	H05					23/06/2017		W
5	H426	H05					23/06/2017		VL
5	H427	H05					23/06/2017		B4
5	H428	H05					23/06/2017		VL
5	H429	H05					23/06/2017		FL
5	H430	H05					23/06/2017		B3
5	H431	H05					23/06/2017		VS
5	H432	H05					23/06/2017		B4
5	H433	H05					23/06/2017		B2
5	H434	H05					23/06/2017		B3
5	H435	H05					23/06/2017		B4/G
5	H436	H05					23/06/2017		VS
5	H437	H05					23/06/2017		B3
5	H438	H05					23/06/2017		B3
5	H439	H05					23/06/2017		B2
5	H440	H05					23/06/2017		B3
5	H441	H05					23/06/2017		B3
5	H442	H05					23/06/2017		B3
5	H443	H05					23/06/2017		B4
5	H444	H05					23/06/2017		B4
5	H445	H05					23/06/2017		VL
5	H446	H05					23/06/2017		B4
5	H447	H05					23/06/2017		VS
5	H448	H05					23/06/2017		B2
5	H449	H05					23/06/2017		B4
5	H316	H08					26/06/2017		B3
5	H317	H08					26/06/2017		B4
5	H318	H08					26/06/2017		VL
5	H319	H08					26/06/2017		B2
5	H320	H08					26/06/2017		W
5	H321	H08					26/06/2017		B1
5	H322	H08					26/06/2017		FL
5	H323	H08					26/06/2017		FL
5	H324	H08					26/06/2017		VL
5	H325	H08					26/06/2017		VL
5	H326	H08					26/06/2017		VL
5	H327	H08					26/06/2017		VL
5	H328	H08					26/06/2017		VL
5	H329	H08					26/06/2017		VL
5	H330	H08					26/06/2017		VL
5	H331	H08					26/06/2017		VL
5	H332	H08					26/06/2017		VL
5	H333	H08					26/06/2017		FL
5	H334	H08					26/06/2017		FL
5	H335	H08					26/06/2017		FL
5	H336	H08					26/06/2017		FL
5	H337	H08					26/06/2017		FL
5	H338	H08					26/06/2017		B4
5	H339	H08					26/06/2017		VL
5	H340	H08					26/06/2017		FL
5	H341	H08					26/06/2017		FL
5	H342	H08					26/06/2017		B3
5	H343	H08					26/06/2017		VL
5	H344	H08					26/06/2017		B4
5	H345	H08					26/06/2017		B4
