"id.x" "x.x" "y.x" "plot.x" "temp1.x" "id.y" "x.y" "y.y" "plot.y" "temp1.y" "dist" "temp_diff"
"27180" "H1162" 3.9 2.2 "HC6" 7.4 "H1171" 11.4 4.95 "HC6" 7.2 7.98827265433523 0.2
"27181" "H1162" 3.9 2.2 "HC6" 7.4 "H1172" 11.6 5.25 "HC6" 7.2 8.28205892275586 0.2
"27182" "H1162" 3.9 2.2 "HC6" 7.4 "H1173" 11.9 6.9 "HC6" 7.1 9.2784697014109 0.300000000000001
"27183" "H1162" 3.9 2.2 "HC6" 7.4 "H1174" 14.4 8.5 "HC6" 6.7 12.2449989791751 0.7
"27184" "H1162" 3.9 2.2 "HC6" 7.4 "H1175" 14 9.8 "HC6" 7.4 12.6400158227749 0
"27185" "H1162" 3.9 2.2 "HC6" 7.4 "H1176" 15.7 2.3 "HC6" 7.1 11.8004237212059 0.300000000000001
"27186" "H1162" 3.9 2.2 "HC6" 7.4 "H1177" 19.3 2.7 "HC6" 7.3 15.4081147451594 0.100000000000001
"27187" "H1162" 3.9 2.2 "HC6" 7.4 "H1178" 20.1 7.5 "HC6" 7.6 17.0449405983125 0.199999999999999
"27188" "H1162" 3.9 2.2 "HC6" 7.4 "H1179" 22.7 9.6 "HC6" 8.7 20.2039600078796 1.3
"27189" "H1162" 3.9 2.2 "HC6" 7.4 "H1180" 26.8 4.5 "HC6" 8 23.0152123605236 0.6
"27190" "H1162" 3.9 2.2 "HC6" 7.4 "H1181" 26.7 6.1 "HC6" 8 23.1311478314415 0.6
"27191" "H1162" 3.9 2.2 "HC6" 7.4 "H1182" 26.2 1.4 "HC6" 8.2 22.3143451618012 0.799999999999999
"27192" "H1162" 3.9 2.2 "HC6" 7.4 "H1183" 26.5 1.25 "HC6" 7.7 22.6199580017294 0.3
"27580" "H1163" 6.7 4.05 "HC6" 6.7 "H1154" 0.9 2.7 "HC6" 7.2 5.95503988231817 0.5
"27581" "H1163" 6.7 4.05 "HC6" 6.7 "H1155" 0.4 3.9 "HC6" 7 6.30178546128 0.3
"27582" "H1163" 6.7 4.05 "HC6" 6.7 "H1156" 2.1 4.65 "HC6" 7.4 4.63896540189728 0.7
"27583" "H1163" 6.7 4.05 "HC6" 6.7 "H1157" 3.1 4.5 "HC6" 7 3.62801598673435 0.3
"27584" "H1163" 6.7 4.05 "HC6" 6.7 "H1158" 4.6 6.35 "HC6" 7 3.11448230047949 0.3
"27585" "H1163" 6.7 4.05 "HC6" 6.7 "H1159" 4.5 7.4 "HC6" 7 4.00780488547035 0.3
"27586" "H1163" 6.7 4.05 "HC6" 6.7 "H1160" 2.8 9.4 "HC6" 6.6 6.62061175421124 0.100000000000001
"27587" "H1163" 6.7 4.05 "HC6" 6.7 "H1161" 5.7 6 "HC6" 7 2.19146070008111 0.3
"27588" "H1163" 6.7 4.05 "HC6" 6.7 "H1162" 3.9 2.2 "HC6" 7.4 3.35596483890997 0.7
"27590" "H1163" 6.7 4.05 "HC6" 6.7 "H1164" 8.1 3.5 "HC6" 6.7 1.50416089564913 0
"27591" "H1163" 6.7 4.05 "HC6" 6.7 "H1165" 8 2.5 "HC6" 7.1 2.02299283241439 0.399999999999999
"27592" "H1163" 6.7 4.05 "HC6" 6.7 "H1166" 9.05 1.6 "HC6" 6.7 3.39484903935359 0
"27593" "H1163" 6.7 4.05 "HC6" 6.7 "H1167" 9.25 1.45 "HC6" 7 3.64177154692603 0.3
"27594" "H1163" 6.7 4.05 "HC6" 6.7 "H1168" 9.7 -0.85 "HC6" 7 5.74543296888929 0.3
"27595" "H1163" 6.7 4.05 "HC6" 6.7 "H1169" 10.45 -1.7 "HC6" 7.1 6.86476510887299 0.399999999999999
"27596" "H1163" 6.7 4.05 "HC6" 6.7 "H1170" 11.3 0.5 "HC6" 7 5.81055074842308 0.3
"27597" "H1163" 6.7 4.05 "HC6" 6.7 "H1171" 11.4 4.95 "HC6" 7.2 4.78539444560216 0.5
"27598" "H1163" 6.7 4.05 "HC6" 6.7 "H1172" 11.6 5.25 "HC6" 7.2 5.04479930225177 0.5
"27599" "H1163" 6.7 4.05 "HC6" 6.7 "H1173" 11.9 6.9 "HC6" 7.1 5.92979763567021 0.399999999999999
"27600" "H1163" 6.7 4.05 "HC6" 6.7 "H1174" 14.4 8.5 "HC6" 6.7 8.8933964265628 0
"27601" "H1163" 6.7 4.05 "HC6" 6.7 "H1175" 14 9.8 "HC6" 7.4 9.292604586444 0.7
"27602" "H1163" 6.7 4.05 "HC6" 6.7 "H1176" 15.7 2.3 "HC6" 7.1 9.16856041044612 0.399999999999999
"27603" "H1163" 6.7 4.05 "HC6" 6.7 "H1177" 19.3 2.7 "HC6" 7.3 12.6721150562959 0.6
"27604" "H1163" 6.7 4.05 "HC6" 6.7 "H1178" 20.1 7.5 "HC6" 7.6 13.8369975066848 0.899999999999999
"27605" "H1163" 6.7 4.05 "HC6" 6.7 "H1179" 22.7 9.6 "HC6" 8.7 16.935244314742 2
"27606" "H1163" 6.7 4.05 "HC6" 6.7 "H1180" 26.8 4.5 "HC6" 8 20.1050366823838 1.3
"27607" "H1163" 6.7 4.05 "HC6" 6.7 "H1181" 26.7 6.1 "HC6" 8 20.1047879869448 1.3
"27608" "H1163" 6.7 4.05 "HC6" 6.7 "H1182" 26.2 1.4 "HC6" 8.2 19.6792403308664 1.5
"27609" "H1163" 6.7 4.05 "HC6" 6.7 "H1183" 26.5 1.25 "HC6" 7.7 19.9969997749662 1
"27997" "H1164" 8.1 3.5 "HC6" 6.7 "H1154" 0.9 2.7 "HC6" 7.2 7.24430811050993 0.5
"27998" "H1164" 8.1 3.5 "HC6" 6.7 "H1155" 0.4 3.9 "HC6" 7 7.71038261048049 0.3
"27999" "H1164" 8.1 3.5 "HC6" 6.7 "H1156" 2.1 4.65 "HC6" 7.4 6.10921435210781 0.7
"28000" "H1164" 8.1 3.5 "HC6" 6.7 "H1157" 3.1 4.5 "HC6" 7 5.09901951359278 0.3
"28001" "H1164" 8.1 3.5 "HC6" 6.7 "H1158" 4.6 6.35 "HC6" 7 4.513590588434 0.3
"28002" "H1164" 8.1 3.5 "HC6" 6.7 "H1159" 4.5 7.4 "HC6" 7 5.30754180388624 0.3
"28003" "H1164" 8.1 3.5 "HC6" 6.7 "H1160" 2.8 9.4 "HC6" 6.6 7.93095202355934 0.100000000000001
"28004" "H1164" 8.1 3.5 "HC6" 6.7 "H1161" 5.7 6 "HC6" 7 3.46554469023269 0.3
"28005" "H1164" 8.1 3.5 "HC6" 6.7 "H1162" 3.9 2.2 "HC6" 7.4 4.39658958739612 0.7
"28006" "H1164" 8.1 3.5 "HC6" 6.7 "H1163" 6.7 4.05 "HC6" 6.7 1.50416089564913 0
"28008" "H1164" 8.1 3.5 "HC6" 6.7 "H1165" 8 2.5 "HC6" 7.1 1.00498756211209 0.399999999999999
"28009" "H1164" 8.1 3.5 "HC6" 6.7 "H1166" 9.05 1.6 "HC6" 6.7 2.1242645786248 0
"28010" "H1164" 8.1 3.5 "HC6" 6.7 "H1167" 9.25 1.45 "HC6" 7 2.35053185470863 0.3
"28011" "H1164" 8.1 3.5 "HC6" 6.7 "H1168" 9.7 -0.85 "HC6" 7 4.63492179006291 0.3
"28012" "H1164" 8.1 3.5 "HC6" 6.7 "H1169" 10.45 -1.7 "HC6" 7.1 5.70635610525666 0.399999999999999
"28013" "H1164" 8.1 3.5 "HC6" 6.7 "H1170" 11.3 0.5 "HC6" 7 4.38634243989226 0.3
"28014" "H1164" 8.1 3.5 "HC6" 6.7 "H1171" 11.4 4.95 "HC6" 7.2 3.60451106254371 0.5
"28015" "H1164" 8.1 3.5 "HC6" 6.7 "H1172" 11.6 5.25 "HC6" 7.2 3.91311896062463 0.5
"28016" "H1164" 8.1 3.5 "HC6" 6.7 "H1173" 11.9 6.9 "HC6" 7.1 5.09901951359279 0.399999999999999
"28017" "H1164" 8.1 3.5 "HC6" 6.7 "H1174" 14.4 8.5 "HC6" 6.7 8.04300938703916 0
"28018" "H1164" 8.1 3.5 "HC6" 6.7 "H1175" 14 9.8 "HC6" 7.4 8.63133825081604 0.7
"28019" "H1164" 8.1 3.5 "HC6" 6.7 "H1176" 15.7 2.3 "HC6" 7.1 7.69415362466854 0.399999999999999
"28020" "H1164" 8.1 3.5 "HC6" 6.7 "H1177" 19.3 2.7 "HC6" 7.3 11.2285350780946 0.6
"28021" "H1164" 8.1 3.5 "HC6" 6.7 "H1178" 20.1 7.5 "HC6" 7.6 12.6491106406735 0.899999999999999
"28022" "H1164" 8.1 3.5 "HC6" 6.7 "H1179" 22.7 9.6 "HC6" 8.7 15.823084402227 2
"28023" "H1164" 8.1 3.5 "HC6" 6.7 "H1180" 26.8 4.5 "HC6" 8 18.7267188797184 1.3
"28024" "H1164" 8.1 3.5 "HC6" 6.7 "H1181" 26.7 6.1 "HC6" 8 18.7808413017096 1.3
"28025" "H1164" 8.1 3.5 "HC6" 6.7 "H1182" 26.2 1.4 "HC6" 8.2 18.2214159713234 1.5
"28026" "H1164" 8.1 3.5 "HC6" 6.7 "H1183" 26.5 1.25 "HC6" 7.7 18.5370574795462 1
"28414" "H1165" 8 2.5 "HC6" 7.1 "H1154" 0.9 2.7 "HC6" 7.2 7.1028163428319 0.100000000000001
"28415" "H1165" 8 2.5 "HC6" 7.1 "H1155" 0.4 3.9 "HC6" 7 7.72787163454466 0.0999999999999996
"28416" "H1165" 8 2.5 "HC6" 7.1 "H1156" 2.1 4.65 "HC6" 7.4 6.27953023720724 0.300000000000001
"28417" "H1165" 8 2.5 "HC6" 7.1 "H1157" 3.1 4.5 "HC6" 7 5.2924474489597 0.0999999999999996
"28418" "H1165" 8 2.5 "HC6" 7.1 "H1158" 4.6 6.35 "HC6" 7 5.13638978271704 0.0999999999999996
"28419" "H1165" 8 2.5 "HC6" 7.1 "H1159" 4.5 7.4 "HC6" 7 6.02162768692984 0.0999999999999996
"28420" "H1165" 8 2.5 "HC6" 7.1 "H1160" 2.8 9.4 "HC6" 6.6 8.64002314811714 0.5
"28421" "H1165" 8 2.5 "HC6" 7.1 "H1161" 5.7 6 "HC6" 7 4.18807831827438 0.0999999999999996
"28422" "H1165" 8 2.5 "HC6" 7.1 "H1162" 3.9 2.2 "HC6" 7.4 4.11096095821889 0.300000000000001
"28423" "H1165" 8 2.5 "HC6" 7.1 "H1163" 6.7 4.05 "HC6" 6.7 2.02299283241439 0.399999999999999
"28424" "H1165" 8 2.5 "HC6" 7.1 "H1164" 8.1 3.5 "HC6" 6.7 1.00498756211209 0.399999999999999
"28426" "H1165" 8 2.5 "HC6" 7.1 "H1166" 9.05 1.6 "HC6" 6.7 1.38293166859393 0.399999999999999
"28427" "H1165" 8 2.5 "HC6" 7.1 "H1167" 9.25 1.45 "HC6" 7 1.63248277173145 0.0999999999999996
"28428" "H1165" 8 2.5 "HC6" 7.1 "H1168" 9.7 -0.85 "HC6" 7 3.75666075125237 0.0999999999999996
"28429" "H1165" 8 2.5 "HC6" 7.1 "H1169" 10.45 -1.7 "HC6" 7.1 4.86235539630743 0
"28430" "H1165" 8 2.5 "HC6" 7.1 "H1170" 11.3 0.5 "HC6" 7 3.85875627631495 0.0999999999999996
"28431" "H1165" 8 2.5 "HC6" 7.1 "H1171" 11.4 4.95 "HC6" 7.2 4.19076365356005 0.100000000000001
"28432" "H1165" 8 2.5 "HC6" 7.1 "H1172" 11.6 5.25 "HC6" 7.2 4.53017659699928 0.100000000000001
"28433" "H1165" 8 2.5 "HC6" 7.1 "H1173" 11.9 6.9 "HC6" 7.1 5.87962583843564 0
"28434" "H1165" 8 2.5 "HC6" 7.1 "H1174" 14.4 8.5 "HC6" 6.7 8.77268487978452 0.399999999999999
"28435" "H1165" 8 2.5 "HC6" 7.1 "H1175" 14 9.8 "HC6" 7.4 9.44933860119321 0.300000000000001
"28436" "H1165" 8 2.5 "HC6" 7.1 "H1176" 15.7 2.3 "HC6" 7.1 7.70259696466068 0
"28437" "H1165" 8 2.5 "HC6" 7.1 "H1177" 19.3 2.7 "HC6" 7.3 11.3017697729161 0.2
"28438" "H1165" 8 2.5 "HC6" 7.1 "H1178" 20.1 7.5 "HC6" 7.6 13.0923641868075 0.5
"28439" "H1165" 8 2.5 "HC6" 7.1 "H1179" 22.7 9.6 "HC6" 8.7 16.3248277173145 1.6
"28440" "H1165" 8 2.5 "HC6" 7.1 "H1180" 26.8 4.5 "HC6" 8 18.9060836769544 0.9
"28441" "H1165" 8 2.5 "HC6" 7.1 "H1181" 26.7 6.1 "HC6" 8 19.0433715502271 0.9
"28442" "H1165" 8 2.5 "HC6" 7.1 "H1182" 26.2 1.4 "HC6" 8.2 18.2332114560217 1.1
"28443" "H1165" 8 2.5 "HC6" 7.1 "H1183" 26.5 1.25 "HC6" 7.7 18.5421816407887 0.600000000000001
"28831" "H1166" 9.05 1.6 "HC6" 6.7 "H1154" 0.9 2.7 "HC6" 7.2 8.22389810248157 0.5
"28832" "H1166" 9.05 1.6 "HC6" 6.7 "H1155" 0.4 3.9 "HC6" 7 8.95055864178321 0.3
"28833" "H1166" 9.05 1.6 "HC6" 6.7 "H1156" 2.1 4.65 "HC6" 7.4 7.58979578117883 0.7
"28834" "H1166" 9.05 1.6 "HC6" 6.7 "H1157" 3.1 4.5 "HC6" 7 6.61910114743686 0.3
"28835" "H1166" 9.05 1.6 "HC6" 6.7 "H1158" 4.6 6.35 "HC6" 7 6.50884014245242 0.3
"28836" "H1166" 9.05 1.6 "HC6" 6.7 "H1159" 4.5 7.4 "HC6" 7 7.37173656610164 0.3
"28837" "H1166" 9.05 1.6 "HC6" 6.7 "H1160" 2.8 9.4 "HC6" 6.6 9.99512381113911 0.100000000000001
"28838" "H1166" 9.05 1.6 "HC6" 6.7 "H1161" 5.7 6 "HC6" 7 5.53014466356894 0.3
"28839" "H1166" 9.05 1.6 "HC6" 6.7 "H1162" 3.9 2.2 "HC6" 7.4 5.18483365210496 0.7
"28840" "H1166" 9.05 1.6 "HC6" 6.7 "H1163" 6.7 4.05 "HC6" 6.7 3.39484903935359 0
"28841" "H1166" 9.05 1.6 "HC6" 6.7 "H1164" 8.1 3.5 "HC6" 6.7 2.1242645786248 0
"28842" "H1166" 9.05 1.6 "HC6" 6.7 "H1165" 8 2.5 "HC6" 7.1 1.38293166859393 0.399999999999999
"28844" "H1166" 9.05 1.6 "HC6" 6.7 "H1167" 9.25 1.45 "HC6" 7 0.25 0.3
"28845" "H1166" 9.05 1.6 "HC6" 6.7 "H1168" 9.7 -0.85 "HC6" 7 2.53475837112732 0.3
"28846" "H1166" 9.05 1.6 "HC6" 6.7 "H1169" 10.45 -1.7 "HC6" 7.1 3.58468966578698 0.399999999999999
"28847" "H1166" 9.05 1.6 "HC6" 6.7 "H1170" 11.3 0.5 "HC6" 7 2.50449595727364 0.3
"28848" "H1166" 9.05 1.6 "HC6" 6.7 "H1171" 11.4 4.95 "HC6" 7.2 4.09206549312202 0.5
"28849" "H1166" 9.05 1.6 "HC6" 6.7 "H1172" 11.6 5.25 "HC6" 7.2 4.45252737217864 0.5
"28850" "H1166" 9.05 1.6 "HC6" 6.7 "H1173" 11.9 6.9 "HC6" 7.1 6.01768227808681 0.399999999999999
"28851" "H1166" 9.05 1.6 "HC6" 6.7 "H1174" 14.4 8.5 "HC6" 6.7 8.73112249370034 0
"28852" "H1166" 9.05 1.6 "HC6" 6.7 "H1175" 14 9.8 "HC6" 7.4 9.57823052551984 0.7
"28853" "H1166" 9.05 1.6 "HC6" 6.7 "H1176" 15.7 2.3 "HC6" 7.1 6.68674061108998 0.399999999999999
"28854" "H1166" 9.05 1.6 "HC6" 6.7 "H1177" 19.3 2.7 "HC6" 7.3 10.3088554165824 0.6
"28855" "H1166" 9.05 1.6 "HC6" 6.7 "H1178" 20.1 7.5 "HC6" 7.6 12.5264719693935 0.899999999999999
"28856" "H1166" 9.05 1.6 "HC6" 6.7 "H1179" 22.7 9.6 "HC6" 8.7 15.8215833594492 2
"28857" "H1166" 9.05 1.6 "HC6" 6.7 "H1180" 26.8 4.5 "HC6" 8 17.9853412533652 1.3
"28858" "H1166" 9.05 1.6 "HC6" 6.7 "H1181" 26.7 6.1 "HC6" 8 18.2146232461723 1.3
"28859" "H1166" 9.05 1.6 "HC6" 6.7 "H1182" 26.2 1.4 "HC6" 8.2 17.1511661411112 1.5
"28860" "H1166" 9.05 1.6 "HC6" 6.7 "H1183" 26.5 1.25 "HC6" 7.7 17.4535096757071 1
"29248" "H1167" 9.25 1.45 "HC6" 7 "H1154" 0.9 2.7 "HC6" 7.2 8.44304447459564 0.2
"29249" "H1167" 9.25 1.45 "HC6" 7 "H1155" 0.4 3.9 "HC6" 7 9.18286447683946 0
"29250" "H1167" 9.25 1.45 "HC6" 7 "H1156" 2.1 4.65 "HC6" 7.4 7.83342198531395 0.4
"29251" "H1167" 9.25 1.45 "HC6" 7 "H1157" 3.1 4.5 "HC6" 7 6.86476510887299 0
"29252" "H1167" 9.25 1.45 "HC6" 7 "H1158" 4.6 6.35 "HC6" 7 6.75518319514726 0
"29253" "H1167" 9.25 1.45 "HC6" 7 "H1159" 4.5 7.4 "HC6" 7 7.61347489652393 0
"29254" "H1167" 9.25 1.45 "HC6" 7 "H1160" 2.8 9.4 "HC6" 6.6 10.2374313184509 0.4
"29255" "H1167" 9.25 1.45 "HC6" 7 "H1161" 5.7 6 "HC6" 7 5.77104843161102 0
"29256" "H1167" 9.25 1.45 "HC6" 7 "H1162" 3.9 2.2 "HC6" 7.4 5.40231431888223 0.4
"29257" "H1167" 9.25 1.45 "HC6" 7 "H1163" 6.7 4.05 "HC6" 6.7 3.64177154692603 0.3
"29258" "H1167" 9.25 1.45 "HC6" 7 "H1164" 8.1 3.5 "HC6" 6.7 2.35053185470863 0.3
"29259" "H1167" 9.25 1.45 "HC6" 7 "H1165" 8 2.5 "HC6" 7.1 1.63248277173145 0.0999999999999996
"29260" "H1167" 9.25 1.45 "HC6" 7 "H1166" 9.05 1.6 "HC6" 6.7 0.25 0.3
"29262" "H1167" 9.25 1.45 "HC6" 7 "H1168" 9.7 -0.85 "HC6" 7 2.34360832905159 0
"29263" "H1167" 9.25 1.45 "HC6" 7 "H1169" 10.45 -1.7 "HC6" 7.1 3.37083075813663 0.0999999999999996
"29264" "H1167" 9.25 1.45 "HC6" 7 "H1170" 11.3 0.5 "HC6" 7 2.259424705539 0
"29265" "H1167" 9.25 1.45 "HC6" 7 "H1171" 11.4 4.95 "HC6" 7.2 4.10761487970817 0.2
"29266" "H1167" 9.25 1.45 "HC6" 7 "H1172" 11.6 5.25 "HC6" 7.2 4.46794136040302 0.2
"29267" "H1167" 9.25 1.45 "HC6" 7 "H1173" 11.9 6.9 "HC6" 7.1 6.06011551045028 0.0999999999999996
"29268" "H1167" 9.25 1.45 "HC6" 7 "H1174" 14.4 8.5 "HC6" 6.7 8.73069298509574 0.3
"29269" "H1167" 9.25 1.45 "HC6" 7 "H1175" 14 9.8 "HC6" 7.4 9.60650821058307 0.4
"29270" "H1167" 9.25 1.45 "HC6" 7 "H1176" 15.7 2.3 "HC6" 7.1 6.50576667272966 0.0999999999999996
"29271" "H1167" 9.25 1.45 "HC6" 7 "H1177" 19.3 2.7 "HC6" 7.3 10.1274379780871 0.3
"29272" "H1167" 9.25 1.45 "HC6" 7 "H1178" 20.1 7.5 "HC6" 7.6 12.4227613677475 0.6
"29273" "H1167" 9.25 1.45 "HC6" 7 "H1179" 22.7 9.6 "HC6" 8.7 15.7265698739426 1.7
"29274" "H1167" 9.25 1.45 "HC6" 7 "H1180" 26.8 4.5 "HC6" 8 17.8130570088348 1
"29275" "H1167" 9.25 1.45 "HC6" 7 "H1181" 26.7 6.1 "HC6" 8 18.0589313083582 1
"29276" "H1167" 9.25 1.45 "HC6" 7 "H1182" 26.2 1.4 "HC6" 8.2 16.9500737461523 1.2
"29277" "H1167" 9.25 1.45 "HC6" 7 "H1183" 26.5 1.25 "HC6" 7.7 17.2511593813285 0.7
"29665" "H1168" 9.7 -0.85 "HC6" 7 "H1154" 0.9 2.7 "HC6" 7.2 9.48907266280536 0.2
"29666" "H1168" 9.7 -0.85 "HC6" 7 "H1155" 0.4 3.9 "HC6" 7 10.4428205002289 0
"29667" "H1168" 9.7 -0.85 "HC6" 7 "H1156" 2.1 4.65 "HC6" 7.4 9.38136450629651 0.4
"29668" "H1168" 9.7 -0.85 "HC6" 7 "H1157" 3.1 4.5 "HC6" 7 8.49602848394472 0
"29669" "H1168" 9.7 -0.85 "HC6" 7 "H1158" 4.6 6.35 "HC6" 7 8.82326470191165 0
"29670" "H1168" 9.7 -0.85 "HC6" 7 "H1159" 4.5 7.4 "HC6" 7 9.7520510663142 0
"29671" "H1168" 9.7 -0.85 "HC6" 7 "H1160" 2.8 9.4 "HC6" 6.6 12.3560713821182 0.4
"29672" "H1168" 9.7 -0.85 "HC6" 7 "H1161" 5.7 6 "HC6" 7 7.93237038973849 0
"29673" "H1168" 9.7 -0.85 "HC6" 7 "H1162" 3.9 2.2 "HC6" 7.4 6.55305272373113 0.4
"29674" "H1168" 9.7 -0.85 "HC6" 7 "H1163" 6.7 4.05 "HC6" 6.7 5.74543296888929 0.3
"29675" "H1168" 9.7 -0.85 "HC6" 7 "H1164" 8.1 3.5 "HC6" 6.7 4.63492179006291 0.3
"29676" "H1168" 9.7 -0.85 "HC6" 7 "H1165" 8 2.5 "HC6" 7.1 3.75666075125237 0.0999999999999996
"29677" "H1168" 9.7 -0.85 "HC6" 7 "H1166" 9.05 1.6 "HC6" 6.7 2.53475837112732 0.3
"29678" "H1168" 9.7 -0.85 "HC6" 7 "H1167" 9.25 1.45 "HC6" 7 2.34360832905159 0
"29680" "H1168" 9.7 -0.85 "HC6" 7 "H1169" 10.45 -1.7 "HC6" 7.1 1.13357840487546 0.0999999999999996
"29681" "H1168" 9.7 -0.85 "HC6" 7 "H1170" 11.3 0.5 "HC6" 7 2.09344214154583 0
"29682" "H1168" 9.7 -0.85 "HC6" 7 "H1171" 11.4 4.95 "HC6" 7.2 6.04400529450463 0.2
"29683" "H1168" 9.7 -0.85 "HC6" 7 "H1172" 11.6 5.25 "HC6" 7.2 6.38905313798531 0.2
"29684" "H1168" 9.7 -0.85 "HC6" 7 "H1173" 11.9 6.9 "HC6" 7.1 8.05620878577511 0.0999999999999996
"29685" "H1168" 9.7 -0.85 "HC6" 7 "H1174" 14.4 8.5 "HC6" 6.7 10.4648220242869 0.3
"29686" "H1168" 9.7 -0.85 "HC6" 7 "H1175" 14 9.8 "HC6" 7.4 11.4853167130907 0.4
"29687" "H1168" 9.7 -0.85 "HC6" 7 "H1176" 15.7 2.3 "HC6" 7.1 6.77661419884591 0.0999999999999996
"29688" "H1168" 9.7 -0.85 "HC6" 7 "H1177" 19.3 2.7 "HC6" 7.3 10.2353553919735 0.3
"29689" "H1168" 9.7 -0.85 "HC6" 7 "H1178" 20.1 7.5 "HC6" 7.6 13.3372598385126 0.6
"29690" "H1168" 9.7 -0.85 "HC6" 7 "H1179" 22.7 9.6 "HC6" 8.7 16.6794034665512 1.7
"29691" "H1168" 9.7 -0.85 "HC6" 7 "H1180" 26.8 4.5 "HC6" 8 17.9173798307677 1
"29692" "H1168" 9.7 -0.85 "HC6" 7 "H1181" 26.7 6.1 "HC6" 8 18.3657970151039 1
"29693" "H1168" 9.7 -0.85 "HC6" 7 "H1182" 26.2 1.4 "HC6" 8.2 16.6527024833809 1.2
"29694" "H1168" 9.7 -0.85 "HC6" 7 "H1183" 26.5 1.25 "HC6" 7.7 16.930741271427 0.7
"30082" "H1169" 10.45 -1.7 "HC6" 7.1 "H1154" 0.9 2.7 "HC6" 7.2 10.5148704224065 0.100000000000001
"30083" "H1169" 10.45 -1.7 "HC6" 7.1 "H1155" 0.4 3.9 "HC6" 7 11.5048902645788 0.0999999999999996
"30084" "H1169" 10.45 -1.7 "HC6" 7.1 "H1156" 2.1 4.65 "HC6" 7.4 10.4902335531674 0.300000000000001
"30085" "H1169" 10.45 -1.7 "HC6" 7.1 "H1157" 3.1 4.5 "HC6" 7 9.61574230103948 0.0999999999999996
"30086" "H1169" 10.45 -1.7 "HC6" 7.1 "H1158" 4.6 6.35 "HC6" 7 9.95113058903359 0.0999999999999996
"30087" "H1169" 10.45 -1.7 "HC6" 7.1 "H1159" 4.5 7.4 "HC6" 7 10.8725571969063 0.0999999999999996
"30088" "H1169" 10.45 -1.7 "HC6" 7.1 "H1160" 2.8 9.4 "HC6" 6.6 13.4808197080148 0.5
"30089" "H1169" 10.45 -1.7 "HC6" 7.1 "H1161" 5.7 6 "HC6" 7 9.04723714732846 0.0999999999999996
"30090" "H1169" 10.45 -1.7 "HC6" 7.1 "H1162" 3.9 2.2 "HC6" 7.4 7.62315551461467 0.300000000000001
"30091" "H1169" 10.45 -1.7 "HC6" 7.1 "H1163" 6.7 4.05 "HC6" 6.7 6.86476510887299 0.399999999999999
"30092" "H1169" 10.45 -1.7 "HC6" 7.1 "H1164" 8.1 3.5 "HC6" 6.7 5.70635610525666 0.399999999999999
"30093" "H1169" 10.45 -1.7 "HC6" 7.1 "H1165" 8 2.5 "HC6" 7.1 4.86235539630743 0
"30094" "H1169" 10.45 -1.7 "HC6" 7.1 "H1166" 9.05 1.6 "HC6" 6.7 3.58468966578698 0.399999999999999
"30095" "H1169" 10.45 -1.7 "HC6" 7.1 "H1167" 9.25 1.45 "HC6" 7 3.37083075813663 0.0999999999999996
"30096" "H1169" 10.45 -1.7 "HC6" 7.1 "H1168" 9.7 -0.85 "HC6" 7 1.13357840487546 0.0999999999999996
"30098" "H1169" 10.45 -1.7 "HC6" 7.1 "H1170" 11.3 0.5 "HC6" 7 2.35849528301415 0.0999999999999996
"30099" "H1169" 10.45 -1.7 "HC6" 7.1 "H1171" 11.4 4.95 "HC6" 7.2 6.7175144212722 0.100000000000001
"30100" "H1169" 10.45 -1.7 "HC6" 7.1 "H1172" 11.6 5.25 "HC6" 7.2 7.04450140180269 0.100000000000001
"30101" "H1169" 10.45 -1.7 "HC6" 7.1 "H1173" 11.9 6.9 "HC6" 7.1 8.7213817712562 0
"30102" "H1169" 10.45 -1.7 "HC6" 7.1 "H1174" 14.4 8.5 "HC6" 6.7 10.9381214109188 0.399999999999999
"30103" "H1169" 10.45 -1.7 "HC6" 7.1 "H1175" 14 9.8 "HC6" 7.4 12.0354684163102 0.300000000000001
"30104" "H1169" 10.45 -1.7 "HC6" 7.1 "H1176" 15.7 2.3 "HC6" 7.1 6.60018939122204 0
"30105" "H1169" 10.45 -1.7 "HC6" 7.1 "H1177" 19.3 2.7 "HC6" 7.3 9.88344575540333 0.2
"30106" "H1169" 10.45 -1.7 "HC6" 7.1 "H1178" 20.1 7.5 "HC6" 7.6 13.3327604043574 0.5
"30107" "H1169" 10.45 -1.7 "HC6" 7.1 "H1179" 22.7 9.6 "HC6" 8.7 16.6659083160805 1.6
"30108" "H1169" 10.45 -1.7 "HC6" 7.1 "H1180" 26.8 4.5 "HC6" 8 17.4860658811523 0.9
"30109" "H1169" 10.45 -1.7 "HC6" 7.1 "H1181" 26.7 6.1 "HC6" 8 18.0250520110207 0.9
"30110" "H1169" 10.45 -1.7 "HC6" 7.1 "H1182" 26.2 1.4 "HC6" 8.2 16.0521805372354 1.1
"30111" "H1169" 10.45 -1.7 "HC6" 7.1 "H1183" 26.5 1.25 "HC6" 7.7 16.3188541264391 0.600000000000001
"30499" "H1170" 11.3 0.5 "HC6" 7 "H1154" 0.9 2.7 "HC6" 7.2 10.6301458127346 0.2
"30500" "H1170" 11.3 0.5 "HC6" 7 "H1155" 0.4 3.9 "HC6" 7 11.4179682956295 0
"30501" "H1170" 11.3 0.5 "HC6" 7 "H1156" 2.1 4.65 "HC6" 7.4 10.0926953783417 0.4
