"id.x" "x.x" "y.x" "plot.x" "temp1.x" "id.y" "x.y" "y.y" "plot.y" "temp1.y" "dist" "temp_diff"
"68115" "H365" 6.7 1.45 "H09" 9.4 "H347" 6.9 3.35 "H09" 9.2 1.91049731745428 0.200000000000001
"68116" "H365" 6.7 1.45 "H09" 9.4 "H348" 10.1 2.8 "H09" 9.2 3.65820994476807 0.200000000000001
"68117" "H365" 6.7 1.45 "H09" 9.4 "H349" 14.65 3.7 "H09" 9.2 8.26226361235225 0.200000000000001
"68119" "H365" 6.7 1.45 "H09" 9.4 "H350" 14.6 3.55 "H09" 9.4 8.17435012707432 0
"68120" "H365" 6.7 1.45 "H09" 9.4 "H351" 15.9 3.4 "H09" 9.5 9.40438727403333 0.0999999999999996
"68121" "H365" 6.7 1.45 "H09" 9.4 "H352" 16.4 3.4 "H09" 9.2 9.89406387689103 0.200000000000001
"68122" "H365" 6.7 1.45 "H09" 9.4 "H353" 16.7 3.25 "H09" 9 10.1607086367044 0.4
"68123" "H365" 6.7 1.45 "H09" 9.4 "H354" 16.2 2.75 "H09" 9.1 9.5885348202945 0.300000000000001
"68124" "H365" 6.7 1.45 "H09" 9.4 "H355" 17.2 2.7 "H09" 9.4 10.5741429912783 0
"68125" "H365" 6.7 1.45 "H09" 9.4 "H356" 17 3.15 "H09" 9.1 10.4393486386843 0.300000000000001
"68126" "H365" 6.7 1.45 "H09" 9.4 "H357" 17.15 3.45 "H09" 9 10.6396663481521 0.4
"68127" "H365" 6.7 1.45 "H09" 9.4 "H358" 18 2.65 "H09" 9 11.363538181394 0.4
"68128" "H365" 6.7 1.45 "H09" 9.4 "H359" 18.3 3.15 "H09" 8.9 11.7239071985409 0.5
"68130" "H365" 6.7 1.45 "H09" 9.4 "H360" 19.5 3.4 "H09" 8.7 12.9476831904399 0.700000000000001
"68131" "H365" 6.7 1.45 "H09" 9.4 "H361" 19.9 2.3 "H09" 9.2 13.2273391126107 0.200000000000001
"68132" "H365" 6.7 1.45 "H09" 9.4 "H362" 19 0.3 "H09" 9.4 12.3536431873355 0
"68133" "H365" 6.7 1.45 "H09" 9.4 "H363" 19.9 0.05 "H09" 9.2 13.2740348048361 0.200000000000001
"68134" "H365" 6.7 1.45 "H09" 9.4 "H364" 11.65 1.45 "H09" 9.6 4.95 0.199999999999999
"68136" "H365" 6.7 1.45 "H09" 9.4 "H366" 6.6 0.3 "H09" 9.5 1.15433963806152 0.0999999999999996
"68137" "H365" 6.7 1.45 "H09" 9.4 "H367" 4.15 1 "H09" 9.4 2.58940147524481 0
"68138" "H365" 6.7 1.45 "H09" 9.4 "H368" 2.4 0.3 "H09" 9.1 4.45112345369121 0.300000000000001
"68139" "H365" 6.7 1.45 "H09" 9.4 "H369" 1.7 0.75 "H09" 8.9 5.04876222454573 0.5
"68141" "H365" 6.7 1.45 "H09" 9.4 "H370" 2.8 3.9 "H09" 8.6 4.60570298651574 0.800000000000001
"68142" "H365" 6.7 1.45 "H09" 9.4 "H371" 4 3.75 "H09" 8.8 3.54682957019364 0.6
"68143" "H365" 6.7 1.45 "H09" 9.4 "H372" 4 3.55 "H09" 8.8 3.42052627529741 0.6
"68144" "H365" 6.7 1.45 "H09" 9.4 "H373" 5.9 2.7 "H09" 9.1 1.48408220796558 0.300000000000001
"68145" "H365" 6.7 1.45 "H09" 9.4 "H374" 4.5 1.25 "H09" 9.4 2.20907220343745 0
"68146" "H365" 6.7 1.45 "H09" 9.4 "H375" 10.1 3.05 "H09" 9.5 3.75765884561119 0.0999999999999996
"68531" "H366" 6.6 0.3 "H09" 9.5 "H346" 6 3.45 "H09" 9 3.20663374896479 0.5
"68532" "H366" 6.6 0.3 "H09" 9.5 "H347" 6.9 3.35 "H09" 9.2 3.06471858414439 0.300000000000001
"68533" "H366" 6.6 0.3 "H09" 9.5 "H348" 10.1 2.8 "H09" 9.2 4.30116263352131 0.300000000000001
"68534" "H366" 6.6 0.3 "H09" 9.5 "H349" 14.65 3.7 "H09" 9.2 8.73856395525031 0.300000000000001
"68536" "H366" 6.6 0.3 "H09" 9.5 "H350" 14.6 3.55 "H09" 9.4 8.63495801958527 0.0999999999999996
"68537" "H366" 6.6 0.3 "H09" 9.5 "H351" 15.9 3.4 "H09" 9.5 9.80306074652198 0
"68538" "H366" 6.6 0.3 "H09" 9.5 "H352" 16.4 3.4 "H09" 9.2 10.2786185842262 0.300000000000001
"68539" "H366" 6.6 0.3 "H09" 9.5 "H353" 16.7 3.25 "H09" 9 10.5220007603117 0.5
"68540" "H366" 6.6 0.3 "H09" 9.5 "H354" 16.2 2.75 "H09" 9.1 9.90769902651468 0.4
"68541" "H366" 6.6 0.3 "H09" 9.5 "H355" 17.2 2.7 "H09" 9.4 10.8683025353548 0.0999999999999996
"68542" "H366" 6.6 0.3 "H09" 9.5 "H356" 17 3.15 "H09" 9.1 10.7834363725113 0.4
"68543" "H366" 6.6 0.3 "H09" 9.5 "H357" 17.15 3.45 "H09" 9 11.0102225227286 0.5
"68544" "H366" 6.6 0.3 "H09" 9.5 "H358" 18 2.65 "H09" 9 11.6396950131866 0.5
"68545" "H366" 6.6 0.3 "H09" 9.5 "H359" 18.3 3.15 "H09" 8.9 12.0421136018558 0.6
"68547" "H366" 6.6 0.3 "H09" 9.5 "H360" 19.5 3.4 "H09" 8.7 13.2672529183701 0.800000000000001
"68548" "H366" 6.6 0.3 "H09" 9.5 "H361" 19.9 2.3 "H09" 9.2 13.4495353079577 0.300000000000001
"68549" "H366" 6.6 0.3 "H09" 9.5 "H362" 19 0.3 "H09" 9.4 12.4 0.0999999999999996
"68550" "H366" 6.6 0.3 "H09" 9.5 "H363" 19.9 0.05 "H09" 9.2 13.3023494165504 0.300000000000001
"68551" "H366" 6.6 0.3 "H09" 9.5 "H364" 11.65 1.45 "H09" 9.6 5.17928566503142 0.0999999999999996
"68552" "H366" 6.6 0.3 "H09" 9.5 "H365" 6.7 1.45 "H09" 9.4 1.15433963806152 0.0999999999999996
"68554" "H366" 6.6 0.3 "H09" 9.5 "H367" 4.15 1 "H09" 9.4 2.54803846124818 0.0999999999999996
"68555" "H366" 6.6 0.3 "H09" 9.5 "H368" 2.4 0.3 "H09" 9.1 4.2 0.4
"68556" "H366" 6.6 0.3 "H09" 9.5 "H369" 1.7 0.75 "H09" 8.9 4.92061987964931 0.6
"68558" "H366" 6.6 0.3 "H09" 9.5 "H370" 2.8 3.9 "H09" 8.6 5.23450093132096 0.9
"68559" "H366" 6.6 0.3 "H09" 9.5 "H371" 4 3.75 "H09" 8.8 4.32001157405857 0.699999999999999
"68560" "H366" 6.6 0.3 "H09" 9.5 "H372" 4 3.55 "H09" 8.8 4.16203075433135 0.699999999999999
"68561" "H366" 6.6 0.3 "H09" 9.5 "H373" 5.9 2.7 "H09" 9.1 2.5 0.4
"68562" "H366" 6.6 0.3 "H09" 9.5 "H374" 4.5 1.25 "H09" 9.4 2.30488611432322 0.0999999999999996
"68563" "H366" 6.6 0.3 "H09" 9.5 "H375" 10.1 3.05 "H09" 9.5 4.45112345369121 0
"68948" "H367" 4.15 1 "H09" 9.4 "H346" 6 3.45 "H09" 9 3.07001628660175 0.4
"68949" "H367" 4.15 1 "H09" 9.4 "H347" 6.9 3.35 "H09" 9.2 3.61731944953718 0.200000000000001
"68950" "H367" 4.15 1 "H09" 9.4 "H348" 10.1 2.8 "H09" 9.2 6.21630919436928 0.200000000000001
"68951" "H367" 4.15 1 "H09" 9.4 "H349" 14.65 3.7 "H09" 9.2 10.8415865997556 0.200000000000001
"68953" "H367" 4.15 1 "H09" 9.4 "H350" 14.6 3.55 "H09" 9.4 10.7566258650192 0
"68954" "H367" 4.15 1 "H09" 9.4 "H351" 15.9 3.4 "H09" 9.5 11.992601886163 0.0999999999999996
"68955" "H367" 4.15 1 "H09" 9.4 "H352" 16.4 3.4 "H09" 9.2 12.4828882875719 0.200000000000001
"68956" "H367" 4.15 1 "H09" 9.4 "H353" 16.7 3.25 "H09" 9 12.7500980388388 0.4
"68957" "H367" 4.15 1 "H09" 9.4 "H354" 16.2 2.75 "H09" 9.1 12.1764116224773 0.300000000000001
"68958" "H367" 4.15 1 "H09" 9.4 "H355" 17.2 2.7 "H09" 9.4 13.1602621554436 0
"68959" "H367" 4.15 1 "H09" 9.4 "H356" 17 3.15 "H09" 9.1 13.0286223369933 0.300000000000001
"68960" "H367" 4.15 1 "H09" 9.4 "H357" 17.15 3.45 "H09" 9 13.2288510461037 0.4
"68961" "H367" 4.15 1 "H09" 9.4 "H358" 18 2.65 "H09" 9 13.9479389158399 0.4
"68962" "H367" 4.15 1 "H09" 9.4 "H359" 18.3 3.15 "H09" 8.9 14.3124072049394 0.5
"68964" "H367" 4.15 1 "H09" 9.4 "H360" 19.5 3.4 "H09" 8.7 15.5364893074336 0.700000000000001
"68965" "H367" 4.15 1 "H09" 9.4 "H361" 19.9 2.3 "H09" 9.2 15.8035597255808 0.200000000000001
"68966" "H367" 4.15 1 "H09" 9.4 "H362" 19 0.3 "H09" 9.4 14.8664891618701 0
"68967" "H367" 4.15 1 "H09" 9.4 "H363" 19.9 0.05 "H09" 9.2 15.7786247816468 0.200000000000001
"68968" "H367" 4.15 1 "H09" 9.4 "H364" 11.65 1.45 "H09" 9.6 7.51348787182092 0.199999999999999
"68969" "H367" 4.15 1 "H09" 9.4 "H365" 6.7 1.45 "H09" 9.4 2.58940147524481 0
"68970" "H367" 4.15 1 "H09" 9.4 "H366" 6.6 0.3 "H09" 9.5 2.54803846124818 0.0999999999999996
"68972" "H367" 4.15 1 "H09" 9.4 "H368" 2.4 0.3 "H09" 9.1 1.88480768249708 0.300000000000001
"68973" "H367" 4.15 1 "H09" 9.4 "H369" 1.7 0.75 "H09" 8.9 2.46272207120495 0.5
"68975" "H367" 4.15 1 "H09" 9.4 "H370" 2.8 3.9 "H09" 8.6 3.19882791034466 0.800000000000001
"68976" "H367" 4.15 1 "H09" 9.4 "H371" 4 3.75 "H09" 8.8 2.75408787078408 0.6
"68977" "H367" 4.15 1 "H09" 9.4 "H372" 4 3.55 "H09" 8.8 2.55440795488896 0.6
"68978" "H367" 4.15 1 "H09" 9.4 "H373" 5.9 2.7 "H09" 9.1 2.43977457975117 0.300000000000001
"68979" "H367" 4.15 1 "H09" 9.4 "H374" 4.5 1.25 "H09" 9.4 0.430116263352131 0
"68980" "H367" 4.15 1 "H09" 9.4 "H375" 10.1 3.05 "H09" 9.5 6.29325035256027 0.0999999999999996
"69365" "H368" 2.4 0.3 "H09" 9.1 "H346" 6 3.45 "H09" 9 4.78356561573059 0.0999999999999996
"69366" "H368" 2.4 0.3 "H09" 9.1 "H347" 6.9 3.35 "H09" 9.2 5.43622111397246 0.0999999999999996
"69367" "H368" 2.4 0.3 "H09" 9.1 "H348" 10.1 2.8 "H09" 9.2 8.09567785920364 0.0999999999999996
"69368" "H368" 2.4 0.3 "H09" 9.1 "H349" 14.65 3.7 "H09" 9.2 12.7130838115699 0.0999999999999996
"69370" "H368" 2.4 0.3 "H09" 9.1 "H350" 14.6 3.55 "H09" 9.4 12.6254702882705 0.300000000000001
"69371" "H368" 2.4 0.3 "H09" 9.1 "H351" 15.9 3.4 "H09" 9.5 13.851353724456 0.4
"69372" "H368" 2.4 0.3 "H09" 9.1 "H352" 16.4 3.4 "H09" 9.2 14.3391073641284 0.0999999999999996
"69373" "H368" 2.4 0.3 "H09" 9.1 "H353" 16.7 3.25 "H09" 9 14.6011129712772 0.0999999999999996
"69374" "H368" 2.4 0.3 "H09" 9.1 "H354" 16.2 2.75 "H09" 9.1 14.0157946617379 0
"69375" "H368" 2.4 0.3 "H09" 9.1 "H355" 17.2 2.7 "H09" 9.4 14.993331851193 0.300000000000001
"69376" "H368" 2.4 0.3 "H09" 9.1 "H356" 17 3.15 "H09" 9.1 14.8755672160762 0
"69377" "H368" 2.4 0.3 "H09" 9.1 "H357" 17.15 3.45 "H09" 9 15.0826058756436 0.0999999999999996
"69378" "H368" 2.4 0.3 "H09" 9.1 "H358" 18 2.65 "H09" 9 15.7760102687593 0.0999999999999996
"69379" "H368" 2.4 0.3 "H09" 9.1 "H359" 18.3 3.15 "H09" 8.9 16.1534052137622 0.199999999999999
"69381" "H368" 2.4 0.3 "H09" 9.1 "H360" 19.5 3.4 "H09" 8.7 17.3787226227937 0.4
"69382" "H368" 2.4 0.3 "H09" 9.1 "H361" 19.9 2.3 "H09" 9.2 17.6139149538085 0.0999999999999996
"69383" "H368" 2.4 0.3 "H09" 9.1 "H362" 19 0.3 "H09" 9.4 16.6 0.300000000000001
"69384" "H368" 2.4 0.3 "H09" 9.1 "H363" 19.9 0.05 "H09" 9.2 17.5017856231871 0.0999999999999996
"69385" "H368" 2.4 0.3 "H09" 9.1 "H364" 11.65 1.45 "H09" 9.6 9.32121236749813 0.5
"69386" "H368" 2.4 0.3 "H09" 9.1 "H365" 6.7 1.45 "H09" 9.4 4.45112345369121 0.300000000000001
"69387" "H368" 2.4 0.3 "H09" 9.1 "H366" 6.6 0.3 "H09" 9.5 4.2 0.4
"69388" "H368" 2.4 0.3 "H09" 9.1 "H367" 4.15 1 "H09" 9.4 1.88480768249708 0.300000000000001
"69390" "H368" 2.4 0.3 "H09" 9.1 "H369" 1.7 0.75 "H09" 8.9 0.832165848854662 0.199999999999999
"69392" "H368" 2.4 0.3 "H09" 9.1 "H370" 2.8 3.9 "H09" 8.6 3.62215405525497 0.5
"69393" "H368" 2.4 0.3 "H09" 9.1 "H371" 4 3.75 "H09" 8.8 3.80295937396128 0.299999999999999
"69394" "H368" 2.4 0.3 "H09" 9.1 "H372" 4 3.55 "H09" 8.8 3.62249913733599 0.299999999999999
"69395" "H368" 2.4 0.3 "H09" 9.1 "H373" 5.9 2.7 "H09" 9.1 4.24381903478459 0
"69396" "H368" 2.4 0.3 "H09" 9.1 "H374" 4.5 1.25 "H09" 9.4 2.30488611432322 0.300000000000001
"69397" "H368" 2.4 0.3 "H09" 9.1 "H375" 10.1 3.05 "H09" 9.5 8.17633781102518 0.4
"69782" "H369" 1.7 0.75 "H09" 8.9 "H346" 6 3.45 "H09" 9 5.07740090991444 0.0999999999999996
"69783" "H369" 1.7 0.75 "H09" 8.9 "H347" 6.9 3.35 "H09" 9.2 5.81377674149945 0.299999999999999
"69784" "H369" 1.7 0.75 "H09" 8.9 "H348" 10.1 2.8 "H09" 9.2 8.64653109634147 0.299999999999999
"69785" "H369" 1.7 0.75 "H09" 8.9 "H349" 14.65 3.7 "H09" 9.2 13.2817544021865 0.299999999999999
"69787" "H369" 1.7 0.75 "H09" 8.9 "H350" 14.6 3.55 "H09" 9.4 13.2003787824441 0.5
"69788" "H369" 1.7 0.75 "H09" 8.9 "H351" 15.9 3.4 "H09" 9.5 14.445154897058 0.6
"69789" "H369" 1.7 0.75 "H09" 8.9 "H352" 16.4 3.4 "H09" 9.2 14.936950826725 0.299999999999999
"69790" "H369" 1.7 0.75 "H09" 8.9 "H353" 16.7 3.25 "H09" 9 15.2069063257455 0.0999999999999996
"69791" "H369" 1.7 0.75 "H09" 8.9 "H354" 16.2 2.75 "H09" 9.1 14.6372811683044 0.199999999999999
"69792" "H369" 1.7 0.75 "H09" 8.9 "H355" 17.2 2.7 "H09" 9.4 15.6221797454773 0.5
"69793" "H369" 1.7 0.75 "H09" 8.9 "H356" 17 3.15 "H09" 9.1 15.4870913989684 0.199999999999999
"69794" "H369" 1.7 0.75 "H09" 8.9 "H357" 17.15 3.45 "H09" 9 15.6841480482684 0.0999999999999996
"69795" "H369" 1.7 0.75 "H09" 8.9 "H358" 18 2.65 "H09" 9 16.4103625797848 0.0999999999999996
"69796" "H369" 1.7 0.75 "H09" 8.9 "H359" 18.3 3.15 "H09" 8.9 16.772596698186 0
"69798" "H369" 1.7 0.75 "H09" 8.9 "H360" 19.5 3.4 "H09" 8.7 17.996180150243 0.200000000000001
"69799" "H369" 1.7 0.75 "H09" 8.9 "H361" 19.9 2.3 "H09" 9.2 18.2658834990263 0.299999999999999
"69800" "H369" 1.7 0.75 "H09" 8.9 "H362" 19 0.3 "H09" 9.4 17.3058516115215 0.5
"69801" "H369" 1.7 0.75 "H09" 8.9 "H363" 19.9 0.05 "H09" 9.2 18.2134565637608 0.299999999999999
"69802" "H369" 1.7 0.75 "H09" 8.9 "H364" 11.65 1.45 "H09" 9.6 9.97459272351508 0.699999999999999
"69803" "H369" 1.7 0.75 "H09" 8.9 "H365" 6.7 1.45 "H09" 9.4 5.04876222454573 0.5
"69804" "H369" 1.7 0.75 "H09" 8.9 "H366" 6.6 0.3 "H09" 9.5 4.92061987964931 0.6
"69805" "H369" 1.7 0.75 "H09" 8.9 "H367" 4.15 1 "H09" 9.4 2.46272207120495 0.5
"69806" "H369" 1.7 0.75 "H09" 8.9 "H368" 2.4 0.3 "H09" 9.1 0.832165848854662 0.199999999999999
"69809" "H369" 1.7 0.75 "H09" 8.9 "H370" 2.8 3.9 "H09" 8.6 3.33654012414057 0.300000000000001
"69810" "H369" 1.7 0.75 "H09" 8.9 "H371" 4 3.75 "H09" 8.8 3.78021163428716 0.0999999999999996
"69811" "H369" 1.7 0.75 "H09" 8.9 "H372" 4 3.55 "H09" 8.8 3.62353418639869 0.0999999999999996
"69812" "H369" 1.7 0.75 "H09" 8.9 "H373" 5.9 2.7 "H09" 9.1 4.63060471212994 0.199999999999999
"69813" "H369" 1.7 0.75 "H09" 8.9 "H374" 4.5 1.25 "H09" 9.4 2.84429253066558 0.5
"69814" "H369" 1.7 0.75 "H09" 8.9 "H375" 10.1 3.05 "H09" 9.5 8.7091905479212 0.6
"70165" "H37" 7.6 4.7 "H02" 14.6 "H31" 0.35 0.5 "H02" 18.7 8.37869321553188 4.1
"70170" "H37" 7.6 4.7 "H02" 14.6 "H32" 1.75 3.3 "H02" 21.7 6.01518910758423 7.1
"70181" "H37" 7.6 4.7 "H02" 14.6 "H33" 2.5 6.45 "H02" 17.6 5.39189206123416 3
"70192" "H37" 7.6 4.7 "H02" 14.6 "H34" 2.8 7.6 "H02" 16.7 5.60802995712398 2.1
"70203" "H37" 7.6 4.7 "H02" 14.6 "H35" 7.15 5.1 "H02" 13.4 0.602079728939614 1.2
"70214" "H37" 7.6 4.7 "H02" 14.6 "H36" 6.8 1.9 "H02" 12 2.91204395571221 2.6
"70236" "H37" 7.6 4.7 "H02" 14.6 "H38" 6.7 8.7 "H02" 15.4 4.1 0.800000000000001
"70247" "H37" 7.6 4.7 "H02" 14.6 "H39" 11.3 6.5 "H02" 18.8 4.1146081222882 4.2
"70259" "H37" 7.6 4.7 "H02" 14.6 "H40" 13.8 7.9 "H02" 24.7 6.97710541700496 10.1
"70270" "H37" 7.6 4.7 "H02" 14.6 "H41" 16.1 5 "H02" 18.6 8.50529246998597 4
"70281" "H37" 7.6 4.7 "H02" 14.6 "H42" 16.35 8.9 "H02" 24.6 9.70579723670343 10
"70292" "H37" 7.6 4.7 "H02" 14.6 "H43" 17.2 6.9 "H02" 16 9.8488578017961 1.4
"70303" "H37" 7.6 4.7 "H02" 14.6 "H44" 16.3 2.5 "H02" 10.7 8.97385090136893 3.9
"70314" "H37" 7.6 4.7 "H02" 14.6 "H45" 17.35 0.8 "H02" 11 10.5010713739123 3.6
"70315" "H37" 7.6 4.7 "H02" 14.6 "H46" 14 0.3 "H02" 13.4 7.76659513557904 1.2
"70316" "H37" 7.6 4.7 "H02" 14.6 "H47" 13.9 2.35 "H02" 12.6 6.72402409275874 2
"70317" "H37" 7.6 4.7 "H02" 14.6 "H48" 8.8 1 "H02" 16.3 3.88973006775535 1.7
"70318" "H37" 7.6 4.7 "H02" 14.6 "H49" 8.1 0.9 "H02" 16.4 3.83275357934736 1.8
"70320" "H37" 7.6 4.7 "H02" 14.6 "H50" 5.8 3.65 "H02" 17.7 2.08386659841747 3.1
"70321" "H37" 7.6 4.7 "H02" 14.6 "H51" 0.35 9.3 "H02" 20.7 8.58618075747302 6.1
"70322" "H37" 7.6 4.7 "H02" 14.6 "H52" 1.5 9.35 "H02" 20.5 7.67023467698349 5.9
"70323" "H37" 7.6 4.7 "H02" 14.6 "H53" 2.5 9.65 "H02" 19.6 7.10721464428928 5
"70324" "H37" 7.6 4.7 "H02" 14.6 "H54" 8.75 6.2 "H02" 15.8 1.89010581714358 1.2
"70325" "H37" 7.6 4.7 "H02" 14.6 "H55" 13.25 6.55 "H02" 20.9 5.94516610365093 6.3
"70326" "H37" 7.6 4.7 "H02" 14.6 "H56" 12.45 7.9 "H02" 22.6 5.81055074842308 8
"70327" "H37" 7.6 4.7 "H02" 14.6 "H57" 8.3 9.3 "H02" 24.7 4.65295604965274 10.1
"70328" "H37" 7.6 4.7 "H02" 14.6 "H58" 18.9 6.8 "H02" 15.7 11.4934764105557 1.1
"70329" "H37" 7.6 4.7 "H02" 14.6 "H59" 16 3 "H02" 10.8 8.57029754442633 3.8
"70331" "H37" 7.6 4.7 "H02" 14.6 "H60" 7.45 2.6 "H02" 12.8 2.10535032714273 1.8
"70616" "H370" 2.8 3.9 "H09" 8.6 "H346" 6 3.45 "H09" 9 3.23148572641131 0.4
"70617" "H370" 2.8 3.9 "H09" 8.6 "H347" 6.9 3.35 "H09" 9.2 4.13672575837461 0.6
"70618" "H370" 2.8 3.9 "H09" 8.6 "H348" 10.1 2.8 "H09" 9.2 7.3824115301167 0.6
"70619" "H370" 2.8 3.9 "H09" 8.6 "H349" 14.65 3.7 "H09" 9.2 11.8516876435384 0.6
"70621" "H370" 2.8 3.9 "H09" 8.6 "H350" 14.6 3.55 "H09" 9.4 11.8051895368096 0.800000000000001
"70622" "H370" 2.8 3.9 "H09" 8.6 "H351" 15.9 3.4 "H09" 9.5 13.1095385120911 0.9
"70623" "H370" 2.8 3.9 "H09" 8.6 "H352" 16.4 3.4 "H09" 9.2 13.6091880727691 0.6
"70624" "H370" 2.8 3.9 "H09" 8.6 "H353" 16.7 3.25 "H09" 9 13.915189542367 0.4
"70625" "H370" 2.8 3.9 "H09" 8.6 "H354" 16.2 2.75 "H09" 9.1 13.4492564850255 0.5
"70626" "H370" 2.8 3.9 "H09" 8.6 "H355" 17.2 2.7 "H09" 9.4 14.4499134945508 0.800000000000001
"70627" "H370" 2.8 3.9 "H09" 8.6 "H356" 17 3.15 "H09" 9.1 14.219792544197 0.5
"70628" "H370" 2.8 3.9 "H09" 8.6 "H357" 17.15 3.45 "H09" 9 14.3570540153612 0.4
"70629" "H370" 2.8 3.9 "H09" 8.6 "H358" 18 2.65 "H09" 9 15.2513114190223 0.4
"70630" "H370" 2.8 3.9 "H09" 8.6 "H359" 18.3 3.15 "H09" 8.9 15.5181345528385 0.300000000000001
"70632" "H370" 2.8 3.9 "H09" 8.6 "H360" 19.5 3.4 "H09" 8.7 16.7074833532762 0.0999999999999996
"70633" "H370" 2.8 3.9 "H09" 8.6 "H361" 19.9 2.3 "H09" 9.2 17.1746906813485 0.6
"70634" "H370" 2.8 3.9 "H09" 8.6 "H362" 19 0.3 "H09" 9.4 16.5951800231272 0.800000000000001
"70635" "H370" 2.8 3.9 "H09" 8.6 "H363" 19.9 0.05 "H09" 9.2 17.5280489501827 0.6
"70636" "H370" 2.8 3.9 "H09" 8.6 "H364" 11.65 1.45 "H09" 9.6 9.18286447683946 1
"70637" "H370" 2.8 3.9 "H09" 8.6 "H365" 6.7 1.45 "H09" 9.4 4.60570298651574 0.800000000000001
"70638" "H370" 2.8 3.9 "H09" 8.6 "H366" 6.6 0.3 "H09" 9.5 5.23450093132096 0.9
"70639" "H370" 2.8 3.9 "H09" 8.6 "H367" 4.15 1 "H09" 9.4 3.19882791034466 0.800000000000001
"70640" "H370" 2.8 3.9 "H09" 8.6 "H368" 2.4 0.3 "H09" 9.1 3.62215405525497 0.5
"70641" "H370" 2.8 3.9 "H09" 8.6 "H369" 1.7 0.75 "H09" 8.9 3.33654012414057 0.300000000000001
"70644" "H370" 2.8 3.9 "H09" 8.6 "H371" 4 3.75 "H09" 8.8 1.20933866224478 0.200000000000001
"70645" "H370" 2.8 3.9 "H09" 8.6 "H372" 4 3.55 "H09" 8.8 1.25 0.200000000000001
"70646" "H370" 2.8 3.9 "H09" 8.6 "H373" 5.9 2.7 "H09" 9.1 3.32415402771893 0.5
"70647" "H370" 2.8 3.9 "H09" 8.6 "H374" 4.5 1.25 "H09" 9.4 3.14841229828623 0.800000000000001
"70648" "H370" 2.8 3.9 "H09" 8.6 "H375" 10.1 3.05 "H09" 9.5 7.34931969640728 0.9
"71033" "H371" 4 3.75 "H09" 8.8 "H346" 6 3.45 "H09" 9 2.02237484161567 0.199999999999999
"71034" "H371" 4 3.75 "H09" 8.8 "H347" 6.9 3.35 "H09" 9.2 2.92745623366089 0.399999999999999
"71035" "H371" 4 3.75 "H09" 8.8 "H348" 10.1 2.8 "H09" 9.2 6.17353221421902 0.399999999999999
"71036" "H371" 4 3.75 "H09" 8.8 "H349" 14.65 3.7 "H09" 9.2 10.6501173702453 0.399999999999999
"71038" "H371" 4 3.75 "H09" 8.8 "H350" 14.6 3.55 "H09" 9.4 10.6018866245589 0.6
"71039" "H371" 4 3.75 "H09" 8.8 "H351" 15.9 3.4 "H09" 9.5 11.9051459461865 0.699999999999999
"71040" "H371" 4 3.75 "H09" 8.8 "H352" 16.4 3.4 "H09" 9.2 12.4049385326974 0.399999999999999
"71041" "H371" 4 3.75 "H09" 8.8 "H353" 16.7 3.25 "H09" 9 12.709838708654 0.199999999999999
"71042" "H371" 4 3.75 "H09" 8.8 "H354" 16.2 2.75 "H09" 9.1 12.2409149984795 0.299999999999999
"71043" "H371" 4 3.75 "H09" 8.8 "H355" 17.2 2.7 "H09" 9.4 13.241695510772 0.6
"71044" "H371" 4 3.75 "H09" 8.8 "H356" 17 3.15 "H09" 9.1 13.013838787998 0.299999999999999
"71045" "H371" 4 3.75 "H09" 8.8 "H357" 17.15 3.45 "H09" 9 13.1534216080836 0.199999999999999
"71046" "H371" 4 3.75 "H09" 8.8 "H358" 18 2.65 "H09" 9 14.0431477952772 0.199999999999999
"71047" "H371" 4 3.75 "H09" 8.8 "H359" 18.3 3.15 "H09" 8.9 14.3125818774951 0.0999999999999996
"71049" "H371" 4 3.75 "H09" 8.8 "H360" 19.5 3.4 "H09" 8.7 15.503951109314 0.100000000000001
"71050" "H371" 4 3.75 "H09" 8.8 "H361" 19.9 2.3 "H09" 9.2 15.9659794563315 0.399999999999999
"71051" "H371" 4 3.75 "H09" 8.8 "H362" 19 0.3 "H09" 9.4 15.3916373398024 0.6
"71052" "H371" 4 3.75 "H09" 8.8 "H363" 19.9 0.05 "H09" 9.2 16.3248277173145 0.399999999999999
"71053" "H371" 4 3.75 "H09" 8.8 "H364" 11.65 1.45 "H09" 9.6 7.98827265433523 0.799999999999999
"71054" "H371" 4 3.75 "H09" 8.8 "H365" 6.7 1.45 "H09" 9.4 3.54682957019364 0.6
"71055" "H371" 4 3.75 "H09" 8.8 "H366" 6.6 0.3 "H09" 9.5 4.32001157405857 0.699999999999999
"71056" "H371" 4 3.75 "H09" 8.8 "H367" 4.15 1 "H09" 9.4 2.75408787078408 0.6
"71057" "H371" 4 3.75 "H09" 8.8 "H368" 2.4 0.3 "H09" 9.1 3.80295937396128 0.299999999999999
"71058" "H371" 4 3.75 "H09" 8.8 "H369" 1.7 0.75 "H09" 8.9 3.78021163428716 0.0999999999999996
"71060" "H371" 4 3.75 "H09" 8.8 "H370" 2.8 3.9 "H09" 8.6 1.20933866224478 0.200000000000001
"71062" "H371" 4 3.75 "H09" 8.8 "H372" 4 3.55 "H09" 8.8 0.2 0
"71063" "H371" 4 3.75 "H09" 8.8 "H373" 5.9 2.7 "H09" 9.1 2.17082933460924 0.299999999999999
